locationName,parkID,parkName,lat,lng,capacity,emptyCapacity,updateDate,workHours,parkType,freeTime,monthlyFee,tariff,district,address,areaPolygon
1448 Bayrampaşa Atatürk Parkı Zemin Altı Otoparkı,2909,Bayrampaşa Atatürk Parkı  Zemin Altı Otoparkı,41.0342,28.9123,442,170,17.05.2024 22:45:07,24 Saat,KAPALI OTOPARK,10,1600.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BAYRAMPAŞA,BAYRAMPAŞA,"POLYGON ((28.912004263117936 41.034460583810983, 28.912283212855485 41.034444397968109, 28.912508518412736 41.034359422227823, 28.912508518412736 41.03417328450869, 28.912546069338944 41.034080215451731, 28.912792832568314 41.0340842619352, 28.912959129527238 41.034047843574967, 28.91315224857631 41.033938588373495, 28.913350732043412 41.033934541881074, 28.913506300166276 41.033639147262107, 28.913463384822037 41.033509658792106, 28.913007409289506 41.03353393789962, 28.91264262886348 41.033675565848412, 28.912095458224442 41.033950727849266, 28.912041814044144 41.034250167543433, 28.912004263117936 41.034460583810983))"
1310 Bayrampaşa Devlet Hastanesi Cep Otoparkı,2403,Bayrampaşa Devlet Hastanesi Cep Otoparkı 1,41.0415,28.9032,55,55,17.05.2024 17:51:04,08:00-18:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BAYRAMPAŞA,KENAR CADDESİ BAYRAMPAŞA DEVLET HASTANESİ YANI,"POLYGON ((28.903163201394257 41.041486577754412, 28.903194717350182 41.04152552076544, 28.903283230247673 41.041495681317485, 28.903247690978226 41.041454715273687, 28.903163201394257 41.041486577754412))"
1775 Bayrampaşa Kocatepe Mahallesi Zemin Altı Otoparkı,3301,Bayrampaşa Kocatepe Mahallesi Zemin Altı Otoparkı,41.0545,28.8964,241,69,17.05.2024 22:45:01,24 Saat,KAPALI OTOPARK,10,1500.0,"0-1 Saat  : 52,00;1-2 Saat  : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BAYRAMPAŞA,PAZAR CADDESİ KOCATEPE BAYRAMPAŞA,"POLYGON ((28.896468203045547 41.054507298410449, 28.896269719578445 41.054410212872718, 28.896068553902328 41.054343466482408, 28.895950536705673 41.054602361194014, 28.896331410385788 41.05473383077468, 28.896468203045547 41.054507298410449))"
1073 Bayrampaşa Muratpaşa Yer Altı Otoparkı,2053,Bayrampaşa Muratpaşa Yer Altı Otoparkı,41.047,28.9082,300,38,17.05.2024 22:45:02,24 Saat,KAPALI OTOPARK,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BAYRAMPAŞA,KOSOVA CAD. İLHAN SOKAK,"POLYGON ((28.908165435432604 41.047052440596, 28.9082727237932 41.047051429174445, 28.908211032985857 41.04692904705324, 28.908148001074007 41.046933092746841, 28.908165435432604 41.047052440596))"
1393 Bayrampaşa Muzaffer Öztekin Zemin Altı Otoparkı,2581,Bayrampaşa Muzaffer Öztekin Zemin Altı Otoparkı,41.051,28.9066,400,85,17.05.2024 22:45:02,24 Saat,KAPALI OTOPARK,15,1300.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BAYRAMPAŞA,KAMİL CAD MURATPAŞA MAH NO 112/114,"POLYGON ((28.906479567497794 41.050965081747577, 28.906640500038687 41.051093524518876, 28.906783998220984 41.050992388499459, 28.906631112307135 41.050872036433823, 28.906479567497794 41.050965081747577))"
1064 Bayrampaşa Nikah Dairesi Otoparkı,2034,Bayrampaşa Nikah Dairesi Otoparkı,41.0433,28.913,190,126,17.05.2024 22:40:02,24 Saat,KAPALI OTOPARK,10,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BAYRAMPAŞA,ABDİ İPEKÇİ CADDESİ,"POLYGON ((28.912682787762009 41.0436201887531, 28.913455263958298 41.043462398575095, 28.913503543720566 41.042932382643357, 28.912731067524277 41.042956658275486, 28.912682787762009 41.0436201887531))"
0313 Bayrampaşa Numunebağı Caddesi,889,Bayrampaşa Numunebağı Caddesi 1,41.032,28.9145,20,15,17.05.2024 17:16:40,08:30-17:30,YOL ÜSTÜ,15,1250.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",BAYRAMPAŞA,ORTAMAHALLE MAHALLESİ NUMUNEBAĞI CADDESİ BAYRAMPAŞA BELEDİYESİ ARKASI,"POLYGON ((28.91463961781924 41.031697973642224, 28.914494778532436 41.0319468409182, 28.914339210409572 41.032247301375975, 28.914300318378857 41.032230103339636, 28.9144880730099 41.031872990158035, 28.914589996952465 41.031683810435624, 28.91463961781924 41.031697973642224))"
0313 Bayrampaşa Numunebağı Caddesi,890,Bayrampaşa Numunebağı Caddesi 2,41.0319,28.9144,50,44,17.05.2024 17:18:45,08:30-17:30,YOL ÜSTÜ,15,1250.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",BAYRAMPAŞA,ORTAMAHALLE MAHALLESİ NUMUNEBAĞI CADDESİ BAYRAMPAŞA BELEDİYESİ ARKASI,"POLYGON ((28.914556716677488 41.031660219681342, 28.9146130430668 41.031678429524355, 28.914299224612058 41.032253048650468, 28.914240216013731 41.032220675875266, 28.914433335062803 41.031856481057424, 28.914556716677488 41.031660219681342))"
0313 Bayrampaşa Numunebağı Caddesi,893,Bayrampaşa Numunebağı Caddesi 5,41.0343,28.9132,50,47,17.05.2024 17:26:00,08:30-17:30,YOL ÜSTÜ,15,1250.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",BAYRAMPAŞA,ORTAMAHALLE MAHALLESİ NUMUNEBAĞI CADDESİ BAYRAMPAŞA BELEDİYESİ ARKASI,"POLYGON ((28.913771742834722 41.033474362841815, 28.913203114523565 41.034409102518993, 28.912967080130255 41.034773283215962, 28.91282224084345 41.035149601153, 28.912784689917242 41.035428803393593, 28.91271763469187 41.0353984553813, 28.912773961081182 41.035165786822468, 28.912932211413061 41.034740911680053, 28.913063639654791 41.0345304963085, 28.913432315960357 41.033916732137328, 28.913679079189727 41.033418334305807, 28.913771742834722 41.033474362841815))"
1687 Bayrampaşa Spor Kompleksi Zemin Altı Otoparkı,3175,Bayrampaşa Spor Kompleksi Zemin Altı Otoparkı,41.0446,28.9106,205,0,,24 Saat,KAPALI OTOPARK,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BAYRAMPAŞA,MURATPAŞA MAHALLESİ TUNA CADDESİ NO:2 BAYRAMPAŞA,"POLYGON ((28.910199860622157 41.044464278580982, 28.910441259433497 41.0449295491407, 28.911176184703578 41.044684776778055, 28.9110903540151 41.04419522932141, 28.910199860622157 41.044464278580982))"
1336 Bayrampaşa Yenidoğan Mahallesi Zemin Altı Otoparkı,2428,Bayrampaşa Yenidoğan Mahallesi Zemin Altı Otoparkı,41.0395,28.9088,120,5,17.05.2024 22:45:02,24 Saat,KAPALI OTOPARK,10,1650.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BAYRAMPAŞA,YENİDOĞAN MAH. ULUS SOKAK NO:1/1 / BAYRAMPAŞA,"POLYGON ((28.908642977622996 41.039634071997654, 28.908988982585917 41.039579449055267, 28.908938020614634 41.039389279939293, 28.908594697860728 41.039447949193253, 28.908642977622996 41.039634071997654))"
0004 Bebek Açık,2468,Bebek Açık,41.077,29.0434,30,0,17.05.2024 22:45:02,24 Saat,AÇIK OTOPARK,0,3250.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BEŞİKTAŞ,BEBEK MAH. CEVDETPAŞA CAD. BEŞİKTAŞ / İSTANBUL,"POLYGON ((29.043353409721064 41.07709344176385, 29.043588103009867 41.077040871841326, 29.043531776620554 41.076803295705652, 29.043238074733424 41.076867997376624, 29.043353409721064 41.07709344176385))"
1624 Bebek İnşirah Caddesi,3093,Bebek İnşirah Caddesi,41.0765,29.0427,14,14,17.05.2024 20:43:30,09:00-18:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEŞİKTAŞ,BEBEK MAH. İNŞİRAH CADDESİ BEŞİKTAŞ,"POLYGON ((29.04262606192955 41.076593150428252, 29.042763525141563 41.076461724542867, 29.042779618395652 41.076451614848494, 29.042797052754249 41.076461724542867, 29.042638131870117 41.076604776551605, 29.04262606192955 41.076593150428252))"
0058 Bebek Sahil Yolu,1818,Bebek Sahil 1,41.0703,29.0457,29,5,17.05.2024 22:35:23,08:00-23:00,YOL ÜSTÜ,15,2500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEŞİKTAŞ,BEBEK PARKI ÖNÜ / BEŞİKTAŞ,"POLYGON ((29.045388472474141 41.070658596832409, 29.045538676178975 41.0706747737681, 29.045967829621357 41.069954896277416, 29.045763981736226 41.069857833540851, 29.045388472474141 41.070658596832409))"
0058 Bebek Sahil Yolu,339,Bebek Sahil 2,41.0725,29.0448,21,21,17.05.2024 17:46:00,08:00-23:00,YOL ÜSTÜ,15,2500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEŞİKTAŞ,BEBEK PARKI ÖNÜ / BEŞİKTAŞ,"POLYGON ((29.044664503120114 41.07270034907787, 29.044713022816374 41.072717391198935, 29.044919552910521 41.072280626108139, 29.044852497685149 41.072272537838323, 29.044664503120114 41.07270034907787))"
0058 Bebek Sahil Yolu,2782,Bebek Sahil 3,41.0757,29.0432,20,2,17.05.2024 22:37:31,08:00-23:00,YOL ÜSTÜ,15,2500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEŞİKTAŞ,BEBEK PARKI ÖNÜ / BEŞİKTAŞ,"POLYGON ((29.043178275465049 41.075949682082395, 29.043253377317466 41.075953725991219, 29.0432775171986 41.075539224043624, 29.043197050928153 41.075535180109306, 29.043178275465049 41.075949682082395))"
0058 Bebek Sahil Yolu,343,Bebek Sahil 4,41.0796,29.0494,18,1,17.05.2024 22:33:47,08:00-23:00,YOL ÜSTÜ,15,2500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEŞİKTAŞ,BEBEK PARKI ÖNÜ / BEŞİKTAŞ,"POLYGON ((29.049313993888266 41.079630373027108, 29.0493381337694 41.079616220136849, 29.049474926429159 41.079651602356805, 29.049450786548025 41.079670809839683, 29.049313993888266 41.079630373027108))"
0058 Bebek Sahil Yolu,337,Bebek Sahil 5,41.0803,29.0528,20,1,17.05.2024 22:36:49,08:00-23:00,YOL ÜSTÜ,15,2500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEŞİKTAŞ,BEBEK PARKI ÖNÜ / BEŞİKTAŞ,"POLYGON ((29.052691501451296 41.080318155844175, 29.052734416795534 41.080281763072428, 29.0529624045618 41.080378810418978, 29.052900713754457 41.080415203136987, 29.052691501451296 41.080318155844175))"
0058 Bebek Sahil Yolu,338,Bebek Sahil 6,41.0809,29.054,16,2,17.05.2024 19:50:53,08:00-23:00,YOL ÜSTÜ,15,2500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEŞİKTAŞ,BEBEK PARKI ÖNÜ / BEŞİKTAŞ,"POLYGON ((29.053939828041432 41.080894024137187, 29.053972014549611 41.080870773405735, 29.054241576555608 41.081003201374919, 29.054185250166295 41.081027462958694, 29.053939828041432 41.080894024137187))"
0058 Bebek Sahil Yolu,470,Bebek Sahil 7,41.0819,29.0558,8,8,17.05.2024 19:57:55,08:00-23:00,YOL ÜSTÜ,15,2500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEŞİKTAŞ,BEBEK PARKI ÖNÜ / BEŞİKTAŞ,"POLYGON ((29.055839284416141 41.081929195330289, 29.055623366590442 41.081772507927127, 29.055655553098621 41.081751279282493, 29.055868788715305 41.08191099939296, 29.055839284416141 41.081929195330289))"
1018 Beşiktaş Emirhan Caddesi,1945,Beşiktaş Emirhan Caddesi 2,41.0583,29.0075,30,30,17.05.2024 17:59:56,07:00-18:00,YOL ÜSTÜ,15,1650.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEŞİKTAŞ,DİKİLİTAŞ MH EMİRHAN CADDESİ  BEŞİKTAŞ,"POLYGON ((29.007722613571481 41.058368631140951, 29.007746753452615 41.058301888767041, 29.007467803715066 41.058220988829106, 29.0073658797725 41.058156268807124, 29.007296142338113 41.058220988829106, 29.007473168133096 41.058303911264233, 29.007722613571481 41.058368631140951))"
0123 Beşiktaş Halk Pazarı,1441,Beşiktaş Halk Pazarı 2,41.0497,29.0006,200,170,17.05.2024 22:45:01,24 Saat,KAPALI OTOPARK,15,2100.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BEŞİKTAŞ,MURADİYE MAHALLESİ NÜZHETİYE CADDESİ BEŞİKTAŞ EVLENDİRME DAİRESİ ÖNÜ,"POLYGON ((29.000162895519249 41.049880170594577, 29.000873680908196 41.049827578914019, 29.000801261264794 41.04954641498562, 29.00027286608886 41.04954641498562, 29.000162895519249 41.049880170594577))"
0362 Beşiktaş Kadastro Önü,573,Beşiktaş Kadastro Önü 1,41.0503,29.0076,20,7,17.05.2024 16:40:18,08:00-17:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEŞİKTAŞ,ABBASAĞA MAHALLESİ BEŞİKTAŞ TAPU KADASTRO MÜDÜRLÜĞÜ ÖNÜ,"POLYGON ((29.007317847009055 41.050481631097291, 29.007725542779319 41.050236879386986, 29.008009856934898 41.050097309822249, 29.008052772279136 41.0501397875472, 29.007730907197349 41.050293516227356, 29.007368808980338 41.050507926681412, 29.007317847009055 41.050481631097291))"
1386 Beykoz Cumhuriyet Caddesi,2565,Beykoz Cumhuriyet Caddesi,41.0948,29.1001,30,27,17.05.2024 16:41:54,09:00-17:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",BEYKOZ,RÜZGARLIBAHÇE MAH CUMHURİYET CAD,"POLYGON ((29.099611287488454 41.094872803609341, 29.099627380742543 41.094996107203926, 29.100544696225636 41.094765670790075, 29.100523238553517 41.094634281244886, 29.099611287488454 41.094872803609341))"
1779 Beykoz Çubuklu Açık Otoparkı,3310,Beykoz Çubuklu Açık Otoparkı,41.1082,29.083,57,57,17.05.2024 22:41:23,07:00-23:00,AÇIK OTOPARK,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",BEYKOZ,PAŞABAHÇE CADDESİ ÇUBUKLU ARABALI VAPUR İSKELESİ ÖNÜ / BEYKOZ,"POLYGON ((29.08273293501815 41.108196808994691, 29.082766462630836 41.108320087576537, 29.082905937499611 41.10831907709732, 29.083349843091575 41.108128096242076, 29.083376665181724 41.108011890687969, 29.083023954696266 41.108086666459435, 29.08273293501815 41.108196808994691))"
1565 Beykoz Pazar Yeri Açık Otoparkı,2201,Beykoz Pazar Yeri Açık Otoparkı,41.1401,29.0863,1000,920,17.05.2024 17:00:49,09:00-18:00,AÇIK OTOPARK,0,300.0,"Tam Gün : 45,00",BEYKOZ,YALIKÖY MAHALLESİ DOĞU KAPISI CADDESİ BEYKOZ ÇAYIRI YANI PAZAR ALANI,"POLYGON ((29.085827122901463 41.140172481729792, 29.085561584208989 41.139507905679373, 29.085411380504155 41.139063504563417, 29.0862482297168 41.138968563934661, 29.086516450618291 41.139604865522713, 29.086585361581147 41.140011112397751, 29.085827122901463 41.140172481729792))"
1542 Beykoz Sahil Cep Otoparkı,3257,Beykoz Sahil Cep Otoparkı,41.1286,29.0953,100,94,17.05.2024 22:45:02,08:00-00:00,AÇIK OTOPARK,0,0.0,"Tam Gün : 100,00",BEYKOZ,KELLE İBRAHİM CAD GÜMÜŞSUYU RESTAURANT KARŞISI BEYKOZ,"POLYGON ((29.095328823436716 41.128521407229563, 29.0952537215843 41.128484030992588, 29.094698504318217 41.129038611349706, 29.094800428260783 41.1290901295056, 29.095328823436716 41.128521407229563))"
1197 Beykoz Sosyal Tesisleri,2273,Beykoz Sosyal Tesisleri 2,41.1143,29.0888,130,51,17.05.2024 22:45:01,08:00-00:00,AÇIK OTOPARK,30,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BEYKOZ,BARBAROS CADDESİ HAYAL KAHVECİSİ YANI BURUNBAHÇE/BEYKOZ,"POLYGON ((29.08863341421711 41.114362441672078, 29.088598545499917 41.114136114765131, 29.088866766401406 41.114136114765131, 29.088826533266182 41.114382649393704, 29.08863341421711 41.114362441672078))"
0032 Beykoz-Yalıköy,559,Beykoz Yalıköy 1,41.1355,29.0887,26,17,17.05.2024 16:12:34,08:00-17:00,YOL ÜSTÜ,15,1500.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",BEYKOZ,İBRAHİM KELLE CADDESİ YALIKÖY MAHALLESİ BEYKOZ MEYDANI İLERİSİ SAĞLI SOLLU YOL ÜZERİ BEYKOZ,"POLYGON ((29.088525154474858 41.135645545597583, 29.088927485827092 41.135401110963564, 29.088830926302556 41.13535262795272, 29.088436641577367 41.135605143241591, 29.088525154474858 41.135645545597583))"
1306 Beylikdüzü Atatürk Bulvarı Açık Otoparkı,2454,Beylikdüzü Atatürk Bulvarı Açık Otoparkı,41.0137,28.6452,70,39,17.05.2024 19:43:19,11:00-20:00,AÇIK OTOPARK,15,0.0,"0-1 Saat : 36,00;1-2 Saat : 52,00;2-4 Saat : 58,00;4-8 Saat : 73,00;8-12 Saat : 95,00;Tam Gün : 145,00",BEYLİKDÜZÜ,BÜYÜKŞEHİR MAH ATATÜRK BUL BEYLİKDÜZÜ,"POLYGON ((28.64514015277879 41.013720530328122, 28.645177703705 41.013771126993504, 28.645302426424191 41.013721542261827, 28.645259511079953 41.013673981361663, 28.64514015277879 41.013720530328122))"
1749 Beyoğlu Fındıklı Açık Otoparkı,3259,Beyoğlu Fındıklı Açık Otoparkı,41.0311,28.9887,30,30,17.05.2024 18:44:50,08:00-20:00,AÇIK OTOPARK,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BEYOĞLU,PÜRTELAŞHASAN MAHALLESİ MECLİS-İ MEBUSAN CADDESİ 32 ADA 14 PARSEL,"POLYGON ((28.988928947758772 41.031324774188143, 28.98887262136946 41.031298470938658, 28.988768015217879 41.031128511227038, 28.988660726857283 41.030792637173413, 28.988631222558119 41.030831080676009, 28.9887358287097 41.031150767880895, 28.988840434861281 41.031322750861612, 28.988886032414534 41.031359170729324, 28.988928947758772 41.031324774188143))"
1560 Beyoğlu Gazhane Bostan Sokak,2998,Beyoğlu Gazhane Bostan Sokak 1,41.0389,28.9903,35,35,17.05.2024 17:43:13,08:00-18:00,YOL ÜSTÜ,0,2250.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 95,00;4-8 Saat : 120,00;Tam Gün : 145,00",BEYOĞLU,GÜMÜŞSUYU MAH. GAZHANE BOSTAN SOKAK,"POLYGON ((28.99015686848859 41.039056762003909, 28.990203807146351 41.0390709236243, 28.990319142133991 41.038915145632416, 28.990257451326649 41.038891880056539, 28.99015686848859 41.039056762003909))"
0277 İnönü Caddesi,163,Beyoğlu İnönü Caddesi 1,41.0377,28.9931,30,9,17.05.2024 17:21:44,07:30-18:00,YOL ÜSTÜ,15,2200.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEYOĞLU,GÜMÜŞSUYU CADDESİ AKM ARKASI,"POLYGON ((28.99311686492015 41.037844086666624, 28.993210742235672 41.0378319479088, 28.99324292874385 41.037520385691856, 28.993130275965225 41.037532524507135, 28.99311686492015 41.037844086666624))"
0277 İnönü Caddesi,16,Beyoğlu İnönü Caddesi 3,41.0361,28.9894,30,30,16.05.2024 17:45:14,07:30-18:00,YOL ÜSTÜ,15,2200.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEYOĞLU,GÜMÜŞSUYU CADDESİ AKM ARKASI,"POLYGON ((28.989505074907321 41.03617874258606, 28.989542625833529 41.036149406508628, 28.989329390216845 41.03601992297623, 28.989301227022189 41.036049259111358, 28.989506416011828 41.036187846883294, 28.989505074907321 41.03617874258606))"
0277 İnönü Caddesi,14,Beyoğlu İnönü Caddesi 5,41.036,28.9874,30,30,17.05.2024 18:02:01,07:30-18:00,YOL ÜSTÜ,15,2200.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEYOĞLU,GÜMÜŞSUYU CADDESİ AKM ARKASI,"POLYGON ((28.987296942462429 41.0361721568549, 28.987388137568935 41.036182272741655, 28.987420324077114 41.035775612869578, 28.987318400134548 41.035775612869578, 28.987296942462429 41.0361721568549))"
0277 İnönü Caddesi,15,Beyoğlu İnönü Caddesi 6,41.036,28.9873,40,21,17.05.2024 17:35:56,07:30-18:00,YOL ÜSTÜ,15,2200.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEYOĞLU,GÜMÜŞSUYU CADDESİ AKM ARKASI,"POLYGON ((28.98726031888506 41.0361798122644, 28.987359560618611 41.036175765909732, 28.987423933634968 41.035769105997488, 28.987311280856343 41.035752920476327, 28.98726031888506 41.0361798122644))"
1553 Beyoğlu Örnektepe Zemin Altı Otoparkı,3072,Beyoğlu Örnektepe Zemin Altı Otoparkı,41.0543,28.9548,143,0,17.05.2024 22:45:01,24 Saat,KAPALI OTOPARK,0,1100.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BEYOĞLU,ÖRNEKTEPE MAH. ALİ EKBER ÇİÇEK SOKAK NO:2 / BEYOĞLU,"POLYGON ((28.954635402392576 41.054226084495539, 28.954685023259351 41.054162371855192, 28.954910328816602 41.054246310717659, 28.9548379091732 41.054334294711545, 28.954635402392576 41.054226084495539))"
1078 Beyoğlu Tepebaşı Katlı Otoparkı,2042,Beyoğlu Tepebaşı Katlı Otoparkı,41.0321,28.9742,1005,0,17.05.2024 22:45:01,24 Saat,KAPALI OTOPARK,0,3850.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BEYOĞLU,MEŞRUTİYET CAD NO:40,"POLYGON ((28.974108910846386 41.032152938310681, 28.974682903575573 41.032007260475439, 28.974484420108471 41.031705787264805, 28.973942613887463 41.031835279282795, 28.974108910846386 41.032152938310681))"
0636 Bomanti Protestan Mezarlığı Yanı,1378,Bomanti Protestan Mezarlığı Yanı 1,41.0548,28.985,18,18,17.05.2024 17:51:12,08:00-18:00,YOL ÜSTÜ,15,1850.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 95,00;4-8 Saat : 120,00;Tam Gün : 145,00",ŞİŞLİ,MERKEZ MAHALLESİ ABİDE-İ HÜRRİYET CADDESİ,"POLYGON ((28.984857477756311 41.054401954698996, 28.985072054477502 41.054365547580829, 28.985238351436426 41.055065369767924, 28.985045232387353 41.055097731307448, 28.984857477756311 41.054401954698996))"
0636 Bomanti Protestan Mezarlığı Yanı,1554,Bomanti Protestan Mezarlığı Yanı 2,41.0554,28.9853,15,10,17.05.2024 17:55:42,08:00-18:00,YOL ÜSTÜ,15,1850.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 95,00;4-8 Saat : 120,00;Tam Gün : 145,00",ŞİŞLİ,MERKEZ MAHALLESİ ABİDE-İ HÜRRİYET CADDESİ,"POLYGON ((28.98509855964824 41.055212577202063, 28.985356051713669 41.055196396462527, 28.985474068910325 41.055908345236844, 28.985152203828537 41.055940706361667, 28.98509855964824 41.055212577202063))"
0109 Ümraniye Bosna Bulvarı,211,Bosna Bulvarı 1,41.0248,29.0847,35,26,17.05.2024 16:58:40,08:00-17:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ÜMRANİYE,MEHMET AKİF ERSOY CADDESİ NATO YOLU SONU PRESTİJ MARKET ÖNÜ ÜMRANİYE,"POLYGON ((29.085080623626709 41.024609029877674, 29.084361791610718 41.0249995705601, 29.084343016147614 41.024981358869923, 29.085069894790649 41.0245908180795, 29.085080623626709 41.024609029877674))"
0109 Ümraniye Bosna Bulvarı,213,Bosna Bulvarı 3,41.0256,29.0835,38,38,17.05.2024 16:55:41,08:00-17:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",ÜMRANİYE,MEHMET AKİF ERSOY CADDESİ NATO YOLU SONU PRESTİJ MARKET ÖNÜ ÜMRANİYE,"POLYGON ((29.084013104438782 41.025234298560555, 29.083130657672882 41.025859561306611, 29.083093106746674 41.025841349854261, 29.083994328975677 41.025207992878, 29.084013104438782 41.025234298560555))"
