locationName,parkID,parkName,lat,lng,capacity,emptyCapacity,updateDate,workHours,parkType,freeTime,monthlyFee,tariff,district,address,areaPolygon
0006 İmç,357,İmç Önü 6,41.0203,28.9592,30,20,17.05.2024 18:18:24,08:30-18:30,YOL ÜSTÜ,15,1600.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",FATİH,FATİH KIRK ÇEŞME MAHALLESİ ATATÜRK BULVARI CADDESİ,"POLYGON ((28.959297556517253 41.020445034794093, 28.959359247324596 41.020406585227754, 28.959104437468181 41.020088869531023, 28.959048111078868 41.0201111299164, 28.959297556517253 41.020445034794093))"
0006 İmç,907,İmç Önü 8,41.0204,28.9593,35,30,17.05.2024 18:15:36,08:30-18:30,YOL ÜSTÜ,15,1600.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",FATİH,FATİH KIRK ÇEŞME MAHALLESİ ATATÜRK BULVARI CADDESİ,"POLYGON ((28.959222213849309 41.0203568847022, 28.959275858029606 41.020340695392186, 28.95943142615247 41.020530919533648, 28.959393875226262 41.02054508513924, 28.959240989312413 41.020358908365687, 28.959222213849309 41.0203568847022))"
0173 İmran Öktem Yol Üstü Otoparkı,504,İmran Öktem Yol Üstü Otoparkı 1,41.0066,28.9736,75,75,17.05.2024 17:47:33,07:00-23:30,YOL ÜSTÜ,0,2200.0,"0-1 Saat : 60,00;1-2 Saat : 80,00;2-4 Saat : 100,00;4-8 Saat : 140,00;Tam Gün : 160,00",FATİH,"Binbirdirek, Klodfarer Cd. No:31, 34122 Fatih/İstanbul","POLYGON ((28.973424913527044 41.006439543463046, 28.973371269346746 41.006463832551212, 28.973693134428533 41.0067573249922, 28.973730685354742 41.006737084176137, 28.973424913527044 41.006439543463046))"
0173 İmran Öktem Yol Üstü Otoparkı,505,İmran Öktem Yol Üstü Otoparkı 2,41.0072,28.9742,105,98,17.05.2024 17:47:37,07:00-23:30,YOL ÜSTÜ,0,2200.0,"0-1 Saat : 60,00;1-2 Saat : 80,00;2-4 Saat : 100,00;4-8 Saat : 140,00;Tam Gün : 160,00",FATİH,"Binbirdirek, Klodfarer Cd. No:31, 34122 Fatih/İstanbul","POLYGON ((28.973886038537259 41.006961601237514, 28.973928953881497 41.00693326418115, 28.9743259208157 41.0073137893494, 28.974269594426389 41.007346174368649, 28.973886038537259 41.006961601237514))"
0134 İshakPaşa Caddesi,1127,İshakpaşa Caddesi,41.0079,28.9814,200,200,17.05.2024 18:53:39,08:00-23:30,YOL ÜSTÜ,0,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",FATİH,CANKURTARAN MAHALLESİ İSHAKPAŞA CADDESİ/ EMİNÖNÜ,"POLYGON ((28.981262628268144 41.008045907074482, 28.981297496985338 41.008060075364924, 28.9814704994668 41.00790523602538, 28.981520120333574 41.007821238061517, 28.981481228302858 41.007787841250959, 28.98142758412256 41.0078900556784, 28.981262628268144 41.008045907074482))"
1753 İspark İstanbul West Marina Açık Otoparkı 1,3265,İspark İstanbul West Marina Açık Otoparkı 1,40.9636,28.6564,250,242,17.05.2024 22:44:17,24 Saat,AÇIK OTOPARK,15,0.0,"Tam Gün : 200,00",BEYLİKDÜZÜ,YAKUPLU MAHALLESİ ULUSUM CADDESİ NO:28 / BEYLİKDÜZÜ,"POLYGON ((28.654076568886978 40.963459094976606, 28.654865138337357 40.963617076820931, 28.655337207123978 40.963706194617551, 28.65603458146785 40.963576568691785, 28.656426183984024 40.963592771946423, 28.656946532532913 40.963722397840378, 28.657638542458756 40.963766956682633, 28.658432476327164 40.963726448645453, 28.659081570908768 40.963726448645453, 28.659854047105057 40.963819617093769, 28.66028320054744 40.963847972682345, 28.660245649621231 40.96402620753166, 28.658824078843338 40.963868226666733, 28.657831661507828 40.963884429849784, 28.656973354623062 40.963856074276848, 28.656485192582352 40.963710245423641, 28.656168691918595 40.963702143811226, 28.655696623131973 40.963775058287062, 28.655262105271561 40.963872277462883, 28.655074350640518 40.96383987108684, 28.654135577485306 40.96360897519709, 28.654076568886978 40.963459094976606))"
1404 İspark Merter Katlı Otoparkı,2793,İspark Merter Katlı Otoparkı,41.0097,28.89,900,758,17.05.2024 22:45:01,24 Saat,KAPALI OTOPARK,10,1700.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",GÜNGÖREN,MEHMET NESİH ÖZMEN MAH. KASIM SOK. NO: 62 / GÜNGÖREN,"POLYGON ((28.889652256957852 41.009533727970805, 28.889567767373883 41.009708803392954, 28.890266482822263 41.0098818543646, 28.8903630423468 41.009700707429943, 28.889652256957852 41.009533727970805))"
1492 İspark Tüyap Açık Otopark,2888,İspark Tüyap Açık Otopark,41.0241,28.6241,1100,1089,17.05.2024 16:56:54,06:00-19:00,AÇIK OTOPARK,0,0.0,"Tam Gün : 80,00",BÜYÜKÇEKMECE,BEYLİKDÜZÜ BÜYÜKÇEKMECE YOLU ÜSTÜ TÜYAP FUAR MERKEZİ KARŞISI KAYA RAMADA OTEL YANI		,"POLYGON ((28.624053685485087 41.024173659515931, 28.624203889189921 41.024123070840766, 28.62411537629243 41.024046175980075, 28.623966513692103 41.024105870682362, 28.624053685485087 41.024173659515931))"
1340 İspark West İstanbul Açık Otoparkı,2430,İspark West İstanbul Marina Açık Otoparkı,40.9639,28.6591,1750,1386,17.05.2024 22:45:42,24 Saat,AÇIK OTOPARK,15,0.0,"0-2 Saat : 90,00;2-4 Saat : 110,00;4-8 Saat : 130,00;8-12 Saat : 160,00;Tam Gün : 200,00",BEYLİKDÜZÜ,MARMARA MAH ULUSUM CAD BEYLİKDÜZÜ,"POLYGON ((28.659045301322514 40.963963620037021, 28.65921562159496 40.963967670827316, 28.659219644908482 40.963855261304836, 28.659023843650395 40.963853235906264, 28.659045301322514 40.963963620037021))"
0289 İstinye Caddesi,379,İstinye 2 (İ.B.B Sos.Tes. Karşısı),41.1146,29.0552,20,20,17.05.2024 17:29:31,08:00-17:30,YOL ÜSTÜ,15,1850.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",SARIYER,İSTİNYE CADDESİ İSTİNYE / SARIYER,"POLYGON ((29.05504845893428 41.11460254382424, 29.055658661485168 41.114778350150821, 29.055674754739258 41.114732883042528, 29.055080645442459 41.114562128510165, 29.05504845893428 41.11460254382424))"
0289 İstinye Caddesi,380,İstinye 3 ( Hastane Karşısı ),41.1148,29.0558,25,19,17.05.2024 17:13:06,08:00-17:30,YOL ÜSTÜ,15,1850.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",SARIYER,İSTİNYE CADDESİ İSTİNYE / SARIYER,"POLYGON ((29.055434709390219 41.114697879932962, 29.055446779330786 41.114667568493765, 29.056026136478003 41.114845395403847, 29.05597517450672 41.114873686004216, 29.055434709390219 41.114697879932962))"
0289 İstinye Caddesi,382,İstinye 5 ( Köşk Önü ),41.115,29.0573,30,19,16.05.2024 17:13:25,08:00-17:30,YOL ÜSTÜ,15,1850.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",SARIYER,İSTİNYE CADDESİ İSTİNYE / SARIYER,"POLYGON ((29.056918039551721 41.115064224721188, 29.056907310715662 41.115020778563135, 29.057639553776728 41.114939948425125, 29.057642235985742 41.114977332376334, 29.056918039551721 41.115064224721188))"
0289 İstinye Caddesi,655,İstinye 7 ( Spor Alanı ),41.1143,29.0591,30,30,17.05.2024 17:28:32,08:00-17:30,YOL ÜSTÜ,15,1850.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",SARIYER,İSTİNYE CADDESİ İSTİNYE / SARIYER,"POLYGON ((29.059013915299914 41.114373540433284, 29.059001845359347 41.114360405413116, 29.0593357803817 41.114210362880975, 29.059350532531283 41.114231075843527, 29.059013915299914 41.114373540433284))"
0289 İstinye Caddesi,1590,İstinye 9 (İdo İskele Önü),41.1137,29.0604,30,30,17.05.2024 17:28:16,08:00-17:30,YOL ÜSTÜ,15,1850.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",SARIYER,İSTİNYE CADDESİ İSTİNYE / SARIYER,"POLYGON ((29.060566230557011 41.113639394685514, 29.060547455093907 41.113621207530436, 29.060186697981404 41.113760642257262, 29.060226931116627 41.113796006090183, 29.060566230557011 41.113639394685514))"
0816 İtalyan Hastanesi Karşısı Açık Otoparkı,1804,İtalyan Hastanesi Karşısı Açık Otoparkı 1,41.028,28.9815,30,24,17.05.2024 22:30:06,08:00-00:00,AÇIK OTOPARK,0,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BEYOĞLU,KILIÇALİ PAŞA MAHALLESİ DEFTERDAR YOKUŞU İTALYAN HASTANESİ KARŞISI,"POLYGON ((28.98152232698088 41.028230519408538, 28.981675212894729 41.0280969734496, 28.981684600626281 41.028011989516479, 28.981598769937804 41.027929028904595, 28.981358712230971 41.028049422929108, 28.98152232698088 41.028230519408538))"
0136 Kabasakal Medrese Önü,507,Kabasakal Medrese Önü,41.0062,28.9789,65,41,17.05.2024 19:19:14,24 Saat,AÇIK OTOPARK,0,2300.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",FATİH,CANKURTARAN MAHALLESİ KABASAKAL CADDESİ/ EMİNÖNÜ,"POLYGON ((28.978881344437823 41.00620454973388, 28.978960469603763 41.006167103905213, 28.978902131557689 41.006125103828843, 28.978840440750346 41.00617216415359, 28.978881344437823 41.00620454973388))"
0072 Kabataş Setüstü,348,Kabataş Set Üstü 1,41.0359,28.9936,60,60,17.05.2024 18:02:31,08:00-19:00,YOL ÜSTÜ,15,2850.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEYOĞLU,İNEBOLU CADDESİ KABATAŞ / BEYOĞLU,"POLYGON ((28.993661695828418 41.035967889878, 28.993728751053791 41.035939565298953, 28.993536973109226 41.03576051321361, 28.993473941197376 41.035803000193191, 28.993661695828418 41.035967889878))"
0072 Kabataş Setüstü,349,Kabataş Set Üstü 2,41.0355,28.9932,80,52,17.05.2024 18:00:25,08:00-19:00,YOL ÜSTÜ,15,2850.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEYOĞLU,İNEBOLU CADDESİ KABATAŞ / BEYOĞLU,"POLYGON ((28.993224426859026 41.035564309353376, 28.99330623423398 41.035530926607841, 28.993200286977892 41.035423697068232, 28.993118479602938 41.035461126266981, 28.993224426859026 41.035564309353376))"
0072 Kabataş Setüstü,350,Kabataş Set Üstü 3,41.0345,28.9924,60,32,08.05.2024 17:58:55,08:00-19:00,YOL ÜSTÜ,15,2850.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEYOĞLU,İNEBOLU CADDESİ KABATAŞ / BEYOĞLU,"POLYGON ((28.992468749073 41.034664460346555, 28.992557261970493 41.034630065532262, 28.992256854560825 41.034318488160352, 28.992173706081363 41.034379185166657, 28.992468749073 41.034664460346555))"
1777 Kabataş Transfer Merkezi Turizm Otobüs Otoparkı,3307,Kabataş Transfer Merkezi Turizm Otobüs Otoparkı,41.0336,28.9923,59,59,17.05.2024 21:25:09,24 Saat,KAPALI OTOPARK,0,0.0,"0-1 Saat : 156,00;1-2 Saat : 198,00;2-4 Saat : 219,00;4-8 Saat : 300,00;8-12 Saat : 402,00;Tam Gün : 600,00",BEYOĞLU,MECLİSİ MEBUSAN CADDESİ KABATAŞ ŞEHİR HATLARI İSKELESİ YANI / BEYOĞLU,"POLYGON ((28.991812450888123 41.033440625255665, 28.992187960150208 41.0333070898642, 28.992810232641663 41.033780532302615, 28.992542011740174 41.033962624641589, 28.991812450888123 41.033440625255665))"
0295 Kadıköy Açık Otoparkı,1464,Kadıköy Açık Otoparkı,40.99,29.0184,1004,198,17.05.2024 22:45:07,24 Saat,AÇIK OTOPARK,15,2250.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",KADIKÖY,ALBAY FAİK SÖZDENER CADDESİ İSKİ ARITMA YANI,"POLYGON ((29.017278485960578 40.990401187052015, 29.018174343771552 40.990688677298344, 29.019263320631598 40.990320203657774, 29.019649558729743 40.989854547210413, 29.019585185713385 40.989360542862585, 29.01822798795185 40.98891107667469, 29.017278485960578 40.990401187052015))"
1616 Kadıköy Bora Sokak Yolüstü Otoparkı,3079,Kadıköy Bora Sokak Yolüstü Otoparkı,40.9904,29.0753,26,8,17.05.2024 16:23:50,07:30-16:30,YOL ÜSTÜ,15,2000.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",KADIKÖY,KADIKÖY İLÇESİ MERDİVENKÖY MAHALLESİ BORA SOKAK,"POLYGON ((29.074857522450028 40.99013448404542, 29.074873615704117 40.990170926687789, 29.075828482113419 40.990551548637704, 29.075782884560166 40.9905920402052, 29.07480387826973 40.990197246361426, 29.074766327343522 40.990112213531809, 29.074811924896775 40.990089943010716, 29.074857522450028 40.99013448404542))"
0370 Kadıköy Eğitim Mahallesi Açık Otoparkı,687,Kadıköy Eğitim Mahallesi Açık Otoparkı,40.9924,29.0426,50,28,17.05.2024 17:48:56,08:00-20:00,AÇIK OTOPARK,0,1100.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",KADIKÖY,HASANPAŞA MAHALLESİ İSPARK POYRAZ SOKAK YOLÜSTÜ OTOPARKI BİTİMİ YİMPAŞ ÖNÜNDEKİ AÇIK OTOPARK ALANI,"POLYGON ((29.04255264536588 40.992333269805478, 29.042714919011281 40.992415769118452, 29.042635123293088 40.992494725419469, 29.042479555170225 40.992398054550748, 29.04255264536588 40.992333269805478))"
1516 Kadıköy Hasanpaşa Gazhane Katlı Otoparkı,2918,Kadıköy Hasanpaşa Gazhane Katlı Otoparkı,40.9972,29.0428,310,188,17.05.2024 22:45:02,06:30-23:00,KAPALI OTOPARK,15,1900.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",KADIKÖY,PUSULA SOKAK HASANPAŞA /KADIKÖY,"POLYGON ((29.042797210429562 40.997262012731639, 29.042931320880307 40.997212415576278, 29.042866947863949 40.997128403983048, 29.042751612876309 40.997199257141041, 29.042797210429562 40.997262012731639))"
0116 Kadıköy İski Açık Otoparkı,1447,Kadıköy İski Açık Otoparkı,40.9874,29.0207,124,6,17.05.2024 22:45:01,24 Saat,AÇIK OTOPARK,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",KADIKÖY,KADIKÖY İSKİ YANI,"POLYGON ((29.020857810974121 40.986749995895828, 29.020906090736389 40.987908111680106, 29.020664691925049 40.987985048721484, 29.020589590072632 40.986608267042826, 29.020857810974121 40.986749995895828))"
1602 Kadıköy Kalamış Parkı Açık Otoparkı,3054,Kadıköy Kalamış Parkı Açık Otoparkı,40.9693,29.0361,35,35,17.05.2024 19:53:05,07:00-23:00,AÇIK OTOPARK,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",KADIKÖY,FENERBAHÇE MAHALLESİ FENER KALAMIŞ YOLU KADIKÖY,"POLYGON ((29.036065953373694 40.9692500051506, 29.036059247851156 40.9693462036457, 29.036252366900229 40.969344178415682, 29.036265777945303 40.969237853751771, 29.036063271164679 40.969234815901707, 29.036065953373694 40.9692500051506))"
1551 Kurbağalıdere Caddesi,2989,Kadıköy Kurbağalıdere Caddesi,40.9946,29.0389,38,25,17.05.2024 16:53:06,09:00-17:00,YOL ÜSTÜ,15,1750.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",KADIKÖY,KADIKÖY KURBAĞALI DERE CAD KADIKÖY BELEDİYE ÖNÜ,"POLYGON ((29.039136001351054 40.994682983744887, 29.039129295828516 40.994709301617306, 29.038553961994822 40.994569614328171, 29.038572737457926 40.994547345312704, 29.039136001351054 40.994682983744887))"
1416 Kadıköy Metro 2 Açık Otoparkı,2807,Kadıköy Metro 2 Açık Otoparkı,40.9889,29.0209,66,0,17.05.2024 22:45:02,24 Saat,AÇIK OTOPARK,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",KADIKÖY,CAFERAĞA MAH. DAMGA SK. NO:2 KADIKÖY -ESKİ BENZİNLİK ALANI,"POLYGON ((29.020825295189734 40.988652081111482, 29.020591943005439 40.988947677497769, 29.020935265759345 40.989249346416145, 29.021251766423102 40.989054982707422, 29.020825295189734 40.988652081111482))"
0771 Kadıköy Metro Açık Otoparkı,1655,Kadıköy Metro Açık Otoparkı,40.9899,29.0217,74,0,17.05.2024 22:45:01,24 Saat,AÇIK OTOPARK,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",KADIKÖY,KADIKÖY HAYDARPAŞA RIHTIM CADDESİ METRO GİRİŞİ ÖNÜ,"POLYGON ((29.021518633232873 40.989894936125388, 29.021760032044213 40.989992622962411, 29.021910235749047 40.990000215197576, 29.021544114218514 40.989857987180393, 29.021518633232873 40.989894936125388))"
1069 Kadıköy Metro Yol Üstü,2015,Kadıköy Metro Yol Üstü 1,40.9905,29.0218,25,3,17.05.2024 22:40:38,07:00-23:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",KADIKÖY,CAFERAĞA MAH. DAMGA SK. NO:2 KADIKÖY - EMNİYET MÜDÜRLÜĞÜ KARŞISI,"POLYGON ((29.021573075614036 40.990820495271578, 29.021658906302513 40.990840740975869, 29.022055873236717 40.990156432725463, 29.02197540696627 40.990136186811071, 29.021573075614036 40.990820495271578))"
1681 Kadıköy Metro Yol üstü 2,3165,Kadıköy Metro Yol üstü 2,40.9899,29.0216,13,0,17.05.2024 18:50:39,08:30-19:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",KADIKÖY,KADIKÖY METRO YOL ÜSTÜ,"POLYGON ((29.021508651804428 40.9899012674057, 29.021519380640488 40.98986684921433, 29.021928417515259 40.990027804719546, 29.022024977039795 40.990118911435118, 29.021813082527618 40.990074370389877, 29.02177016718338 40.990031853909557, 29.021508651804428 40.9899012674057))"
1541 Kadıköy Sahil Açık Otoparkı,2975,Kadıköy Sahil Açık Otopark,40.9909,29.0215,45,5,17.05.2024 22:45:02,24 Saat,AÇIK OTOPARK,5,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",KADIKÖY,RIHTIM CAD KADIKÖY,"POLYGON ((29.021694603549193 40.9909539635929, 29.021579268561553 40.99116249362698, 29.020785334693144 40.990962061858951, 29.020924809561919 40.990798071777384, 29.021198394881438 40.9907656786266, 29.021598044024657 40.990881079153596, 29.021694603549193 40.9909539635929))"
1379 Kadıköy Yekta Sokak Göztepe E 5 Yanı,2879,Kadıköy Yekta Sokak Göztepe E 5 Yanı 2,40.9903,29.0761,48,48,17.05.2024 16:53:32,07:30-17:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",KADIKÖY,MERDİVENKÖY MH YEKTA SK KADIKÖY	,"POLYGON ((29.07584102581114 40.990544243520723, 29.075814203720991 40.990519948565613, 29.076321141224806 40.989977358901996, 29.076374785405104 40.989997604865174, 29.07584102581114 40.990544243520723))"
1418 Kadıköy Yeni Salı Pazarı Katlı Otoparkı,2808,Kadıköy Yeni Salı Pazarı Katlı Otoparkı,40.9969,29.0486,1350,636,17.05.2024 22:45:01,24 Saat,KAPALI OTOPARK,15,1650.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",KADIKÖY,HASANPAŞA MAH. UZUNÇAYIR CAD. NO:32 / KADIKÖY,"POLYGON ((29.048599357942486 40.996496276697677, 29.048325772622967 40.996848520737743, 29.048089738229656 40.997087397808777, 29.049135799745464 40.997654221292876, 29.049704428056621 40.99720481164502, 29.049017782548809 40.99667442334399, 29.048599357942486 40.996496276697677))"
1420 Kağıthane Harmantepe Zemin Altı Otoparkı,2811,Kağıthane Harmantepe Zemin Altı Otoparkı,41.0816,28.9907,200,0,17.05.2024 22:45:02,24 Saat,KAPALI OTOPARK,0,1650.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",KAĞITHANE,"HARMANTEPE MAHALLESİ,TALATPAŞA CADDESİ,DALYAN SOKAK","POLYGON ((28.990690885759193 41.08160040231796, 28.990755929327804 41.081598885982459, 28.990748553253013 41.081547330554542, 28.990681498027641 41.081551374118973, 28.990690885759193 41.08160040231796))"
1750 Kağıthane Merkez Mah. Cendere Cad. Açık Otoparkı,3260,Kağıthane Merkez Mah. Cendere Cad. Açık Otoparkı,41.1026,28.9823,42,42,17.05.2024 17:07:26,06:00-17:00,AÇIK OTOPARK,5,0.0,"Tam Gün : 100,00",KAĞITHANE,MERKEZ MAHALLESİ CENDERE CADDESİ NO:103 / KAĞITHANE,"POLYGON ((28.98304854584341 41.102676548407608, 28.982640850073146 41.102676548407608, 28.98179327202444 41.10254719582236, 28.981144177442836 41.102252109283739, 28.980666744238185 41.101819582783165, 28.980763303762721 41.10179937119478, 28.981144177442836 41.102159136537985, 28.981669890409755 41.102421885262459, 28.982125865942287 41.102514857636244, 28.98280178261404 41.102583576262717, 28.982930528646754 41.10258761853261, 28.98304854584341 41.102676548407608))"
0077 Kalamış Açık Otoparkı,1452,Kalamış Açık Otoparkı,40.9687,29.0363,173,92,17.05.2024 22:45:01,24 Saat,AÇIK OTOPARK,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",KADIKÖY,FENER KALAMIŞ YOLU SONU FENERBAHÇE MAHALLESİ KADIKÖY,"POLYGON ((29.036185964941978 40.9691786307202, 29.036582931876183 40.968959904962233, 29.036202058196068 40.968263218085653, 29.035617336630821 40.968538653311391, 29.036185964941978 40.9691786307202))"
0607 Kalamış Fener Caddesi,1321,Kalamış Fener Caddesi 1,40.9725,29.04,40,39,17.05.2024 19:51:16,09:00-20:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",KADIKÖY,KALAMIŞ FENER CADDESİ,"POLYGON ((29.04004338882417 40.972663872288813, 29.040129219512647 40.972619319454125, 29.039925371627515 40.972331750433661, 29.039812718848889 40.9723702280513, 29.04004338882417 40.972663872288813))"
0607 Kalamış Fener Caddesi,1324,Kalamış Fener Caddesi 4,40.9715,29.0392,40,40,17.05.2024 19:49:45,09:00-20:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",KADIKÖY,KALAMIŞ FENER CADDESİ,"POLYGON ((29.039332604581187 40.971767869801056, 29.039450621777842 40.97168686352456, 29.039139485532115 40.971289931332159, 29.039016103917429 40.971350686414347, 29.039332604581187 40.971767869801056))"
0015 Kanlıca Barış Manço Caddesi,561,Kanlıca Barış Manço Caddesi 1,41.0996,29.0659,18,18,17.05.2024 16:45:48,09:00-18:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 90,00;4-8 Saat : 110,00;Tam Gün : 145,00",BEYKOZ,BARIŞ MANÇO CADDESİ KANLICA TAKSİ DURAĞI YANI BEYKOZ İSTANBUL,"POLYGON ((29.065909486593718 41.099776264767918, 29.065973859610075 41.09973179788188, 29.065692227663511 41.099339679492473, 29.065646630110258 41.099372019242047, 29.065909486593718 41.099776264767918))"
0271 Karakol Caddesi,200,Karakol Caddesi 1,41.0756,29.0169,18,10,17.05.2024 17:52:40,08:00-18:00,YOL ÜSTÜ,15,2800.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEŞİKTAŞ,1 LEVENT KARAKOL SOKAK,"POLYGON ((29.016710248556087 41.075483970358974, 29.016718295183132 41.0754743660065, 29.017160859670589 41.075643200208681, 29.017148119177769 41.07565179355467, 29.016929519143055 41.075564596315211, 29.016710248556087 41.075483970358974))"
0321 Beyoğlu Balıkçılar Önü,314,Karaköy Balıkçılar Önü,41.0221,28.9739,70,35,17.05.2024 22:24:41,08:00-00:00,AÇIK OTOPARK,15,1650.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 73,00;4-8 Saat : 100,00;8-12 Saat : 134,00;Tam Gün : 200,00",BEYOĞLU,FERMENECİLER SOKAK ARAP CAMİİ MAHALLESİ BEYOĞLU,"POLYGON ((28.973812893596595 41.022153348768057, 28.973893359867041 41.021957058469759, 28.974039540258353 41.021983365450893, 28.974168286291068 41.022052168274989, 28.974161580768531 41.022095675906073, 28.974059656825965 41.022126030050259, 28.973812893596595 41.022153348768057))"
0009 Karaköy Meydan,313,Karaköy Meydan,41.0232,28.9753,16,14,17.05.2024 17:45:24,08:00-18:00,YOL ÜSTÜ,15,0.0,"0-1 Saat : 52,00;1-2 Saat : 66,00;2-4 Saat : 100,00;4-8 Saat : 125,00;Tam Gün : 145,00",BEYOĞLU,KEMANKEŞ MUSTAFA PAŞA MAHALLESİ KARAKÖY CADDESİ/BEYOĞLU,"POLYGON ((28.975290430169565 41.023318783649167, 28.975336027722818 41.023316760076668, 28.975274336915476 41.02294846884098, 28.975207281690103 41.022956563175988, 28.975290430169565 41.023318783649167))"
