properties,latitude,longitude
{'DURAK_ADI': 'Kayışdağı Cad.'},40.9770118148,29.1480801372
{'DURAK_ADI': 'YENİKÖY SAPAĞI'},41.1217187878,29.6546240931
{'DURAK_ADI': 'YAYLALI KÖYÜ SAP.'},41.0923652305,29.6720461407
{'DURAK_ADI': 'HV.UÇ.ER EĞT.KOM.LIĞ'},41.1687550482,29.6131976312
{'DURAK_ADI': 'KEMALLI MAHALLESİ'},41.1582217672,29.6261477588
{'DURAK_ADI': 'ŞİLE SANAYİ'},41.1573741531,29.6344619873
{'DURAK_ADI': 'Minibüs Durağı'},40.9817199764,29.2806800485
{'DURAK_ADI': 'UYDUKENT'},40.9870927144,29.1403028194
{'DURAK_ADI': 'Minibüs Durağı'},41.0268466062,28.6880537374
{'DURAK_ADI': 'Minibüs Durağı'},41.0304025375,28.7060049141
{'DURAK_ADI': 'Minibüs Durağı'},41.0337976678,28.6773950838
{'DURAK_ADI': 'Minibüs Durağı'},41.0335820781,28.6774363429
{'DURAK_ADI': 'Minibüs Durağı'},41.0297013337,28.6687561134
{'DURAK_ADI': 'Minibüs Durağı'},41.0205955198,28.6700497735
{'DURAK_ADI': 'Minibüs Durağı'},41.0122751179,28.6723711554
{'DURAK_ADI': 'Minibüs Durağı'},41.0354092722,28.6814606786
{'DURAK_ADI': 'Minibüs Durağı'},41.0311394272,28.681934424
{'DURAK_ADI': 'Minibüs Durağı'},40.980744292,28.709916231
{'DURAK_ADI': 'Minibüs Durağı'},40.9777483101,28.7232634638
{'DURAK_ADI': 'Minibüs Durağı'},40.9810835882,28.7208825732
{'DURAK_ADI': 'Minibüs Durağı'},41.003840825,28.7049319967
{'DURAK_ADI': 'Minibüs Durağı'},41.0021424879,28.7034411921
{'DURAK_ADI': 'Minibüs Durağı'},40.9965953538,28.707356812
{'DURAK_ADI': 'Minibüs Durağı'},40.9953239593,28.7095450258
{'DURAK_ADI': 'Minibüs Durağı'},40.9919145308,28.7153378576
{'DURAK_ADI': 'Minibüs Durağı'},40.9907632345,28.7139874726
{'DURAK_ADI': 'Minibüs Durağı'},40.9765755638,28.7289137551
{'DURAK_ADI': 'Minibüs Durağı'},41.0804822707,28.7154653092
{'DURAK_ADI': 'Minibüs Durağı'},41.1062222642,28.7480058252
{'DURAK_ADI': 'ADALET SOKAK'},41.0380642911,28.6309582113
{'DURAK_ADI': 'Minibüs Durağı'},41.1056983249,28.7503765032
{'DURAK_ADI': 'Minibüs Durağı'},41.1073898129,28.7583517046
{'DURAK_ADI': 'Minibüs Durağı'},41.1031606628,28.7621319203
{'DURAK_ADI': 'Minibüs Durağı'},41.0966195773,28.7605569117
{'DURAK_ADI': 'Minibüs Durağı'},40.995363004,28.7913453885
{'DURAK_ADI': 'Köprülü'},40.9759249416,28.6578205469
{'DURAK_ADI': 'Minibüs Durağı'},41.0010081918,28.79735417
{'DURAK_ADI': 'Minibüs Durağı'},41.0060630206,28.7981123902
{'DURAK_ADI': 'Minibüs Durağı'},41.0055972325,28.7982378235
{'DURAK_ADI': 'Minibüs Durağı'},41.0050199146,28.7961380288
{'DURAK_ADI': 'Minibüs Durağı'},41.0286896882,28.8016526249
{'DURAK_ADI': 'Minibüs Durağı'},41.0285242459,28.8023486221
{'DURAK_ADI': 'SEMERKAND CAMİİ'},41.082008237,28.970882396
{'DURAK_ADI': 'SEMERKAND CAMİİ'},41.082008237,28.970882396
{'DURAK_ADI': 'Askeriye Yolu'},40.8222075454,29.3261660021
{'DURAK_ADI': 'Şirinevler Meydan'},40.9920939281,28.8471498441
{'DURAK_ADI': 'Gezmiş Caddesi'},41.0204395909,28.6862355729
{'DURAK_ADI': 'Bahçeler Sk'},40.8751619387,29.32377839
{'DURAK_ADI': 'Minibüs Durağı'},41.0302957364,28.8045270398
{'DURAK_ADI': 'Mimar Sinan'},40.9199461952,29.1935640686
{'DURAK_ADI': 'Minibüs Durağı'},41.0321469254,28.801067164
{'DURAK_ADI': 'Minibüs Durağı'},41.0338378817,28.7967245558
{'DURAK_ADI': 'Minibüs Durağı'},41.0352156811,28.7937620197
{'DURAK_ADI': 'Bakkalköy Cad.'},40.9538395109,29.2139815069
{'DURAK_ADI': 'Bahçelievler Cad.'},41.0072362292,29.2406828938
{'DURAK_ADI': 'Yedpa Bulvarı'},40.9746833671,29.1541619838
{'DURAK_ADI': 'Minibüs Durağı'},41.0355213596,28.7927971931
{'DURAK_ADI': 'Minibüs Durağı'},41.036443462,28.7945792141
{'DURAK_ADI': 'Minibüs Durağı'},41.0486043272,28.8006438666
{'DURAK_ADI': 'Begonya Sk'},40.9675179437,29.1218162063
{'DURAK_ADI': 'Minibüs Durağı'},41.0483767016,28.8010494184
{'DURAK_ADI': 'Değirmençayırı'},40.9920951241,29.6546882083
{'DURAK_ADI': 'Minibüs Durağı'},41.0510022914,28.7967794072
{'DURAK_ADI': 'Minibüs Durağı'},41.0516466859,28.7963642402
{'DURAK_ADI': 'Minibüs Durağı'},41.0527681696,28.7957183403
{'DURAK_ADI': 'Minibüs Durağı'},41.0543977431,28.7947215748
{'DURAK_ADI': 'Minibüs Durağı'},41.0556261693,28.7934998508
{'DURAK_ADI': 'Minibüs Durağı'},41.0210576755,28.7867790069
{'DURAK_ADI': '1953.Sk'},41.0218975954,28.6608268642
{'DURAK_ADI': 'Nazım Hizmet Bulvarı'},41.0191391819,28.6535564522
{'DURAK_ADI': 'Sulanahmet Caddesi'},41.0154466468,28.6576543117
{'DURAK_ADI': 'Minibüs Durağı'},41.0060554587,28.7796796665
{'DURAK_ADI': 'Minibüs Durağı'},41.0108202182,28.7782532319
{'DURAK_ADI': 'Minibüs Durağı'},41.0203939165,28.80509761
{'DURAK_ADI': 'Minibüs Durağı'},41.0274048961,28.8096405758
{'DURAK_ADI': 'Minibüs Durağı'},41.0280093373,28.807956618
{'DURAK_ADI': 'Minibüs Durağı'},41.0096292682,28.8135542387
{'DURAK_ADI': 'Minibüs Durağı'},41.0093396724,28.8129465951
{'DURAK_ADI': 'Minibüs Durağı'},41.0091524466,28.8133280715
{'DURAK_ADI': 'Minibüs Durağı'},41.0074439598,28.8135280621
{'DURAK_ADI': 'Minibüs Durağı'},40.9977699179,28.8346824288
{'DURAK_ADI': 'Minibüs Durağı'},41.0173837506,28.8452081747
{'DURAK_ADI': 'Minibüs Durağı'},41.0180415879,28.8530507846
{'DURAK_ADI': 'Minibüs Durağı'},41.0147772146,28.8625631373
{'DURAK_ADI': 'Minibüs Durağı'},41.0164465744,28.859804725
{'DURAK_ADI': 'Minibüs Durağı'},41.01827148,28.8598174237
{'DURAK_ADI': 'Minibüs Durağı'},41.0157333273,28.8614672531
{'DURAK_ADI': 'Minibüs Durağı'},41.0033728948,28.8730918769
{'DURAK_ADI': 'Minibüs Durağı'},40.9922382962,28.8475546591
{'DURAK_ADI': 'Minibüs Durağı'},40.9943720322,28.8449023761
{'DURAK_ADI': 'Minibüs Durağı'},41.0272154124,28.81161415
{'DURAK_ADI': 'Minibüs Durağı'},41.0053928323,28.8413473612
{'DURAK_ADI': 'Minibüs Durağı'},40.9955302948,28.8486367445
{'DURAK_ADI': 'Minibüs Durağı'},40.9930004894,28.8356409365
{'DURAK_ADI': 'Minibüs Durağı'},41.004799977,28.8524099047
{'DURAK_ADI': 'Minibüs Durağı'},41.0269547448,28.8133570478
{'DURAK_ADI': 'Minibüs Durağı'},41.042866047,28.8198980012
{'DURAK_ADI': 'Minibüs Durağı'},41.0298620225,28.8148839337
{'DURAK_ADI': 'Minibüs Durağı'},41.0748088737,28.6387088394
{'DURAK_ADI': 'Minibüs Durağı'},41.0615718152,28.6856081934
{'DURAK_ADI': 'KULELİ'},40.993426659,28.8353974608
{'DURAK_ADI': 'KULELİ'},40.9930197635,28.8362948669
{'DURAK_ADI': 'Y.BOSNA MERKEZ CAMİİ'},41.0019103383,28.8342303564
{'DURAK_ADI': 'ZAFER MAHALLESİ'},41.004378896,28.833009706
{'DURAK_ADI': 'YILDIRIM BEYAZIT CAD'},41.0080643177,28.8327001871
{'DURAK_ADI': 'TAŞYOL'},41.0106389058,28.8294636581
{'DURAK_ADI': 'YENİBOSNA BEŞYOL'},41.0128686111,28.8260972765
{'DURAK_ADI': 'CUMHURİYET MEYDANI'},41.0008509043,28.6426292805
{'DURAK_ADI': 'DOĞU SANAYİ SİTESİ'},41.0150758394,28.825842501
{'DURAK_ADI': 'UÇUŞ RADARI'},41.0181482305,28.8260346553
{'DURAK_ADI': 'UÇUŞ RADARI'},41.0182862671,28.8262525826
{'DURAK_ADI': 'BAĞLAR MAHALLESİ'},41.023240688,28.8284100253
{'DURAK_ADI': 'ATATÜRK CADDESİ'},41.0260760781,28.8290595673
{'DURAK_ADI': 'ATATÜRK CADDESİ'},41.0257931414,28.8290883847
{'DURAK_ADI': 'GÜL'},41.0669489585,28.8136204553
{'DURAK_ADI': 'N.ASLAN EKŞİOĞLU İÖO'},40.9397142259,29.1339747046
{'DURAK_ADI': 'SAĞLIK OCAĞI'},40.8743283607,29.2837687591
{'DURAK_ADI': 'SANCAKTEPE'},40.8782552791,29.2863955978
{'DURAK_ADI': 'FİLİZ SOKAK'},40.8881424241,29.2807623584
{'DURAK_ADI': 'PAZARYERİ'},40.8892683164,29.2796395076
{'DURAK_ADI': 'BOTAŞ'},40.8920095386,29.2864995902
{'DURAK_ADI': 'BELEDİYE GARAJI'},40.8895103996,29.286056229
{'DURAK_ADI': 'KERESTECİLER'},40.8980681437,29.223906931
{'DURAK_ADI': 'KERESTECİLER'},40.8967953773,29.2253229277
{'DURAK_ADI': 'SAFAŞ'},40.8923774791,29.2320842066
{'DURAK_ADI': 'ERTUĞ SİTESİ'},40.8365008756,29.3124985927
{'DURAK_ADI': 'ERTUĞ SİTESİ'},40.8366262081,29.3124436186
{'DURAK_ADI': 'ÜMR. ENGELLİLER MRKZ'},41.0212449102,29.1274207686
{'DURAK_ADI': 'BERAAT CAMİ'},41.0360031171,29.1019687804
{'DURAK_ADI': 'HZ.HÜSEYİN CAMİİ'},40.9999184574,29.0906009765
{'DURAK_ADI': 'ŞEHİT MUAMMER ÇELİK'},40.9016837845,29.1907326198
{'DURAK_ADI': 'ATA 2'},41.0477863184,29.0764186476
{'DURAK_ADI': 'İNÖNÜ CADDESİ'},40.8726679602,29.3068190872
{'DURAK_ADI': 'DEPO ARKASI'},41.084485145,29.0054212631
{'DURAK_ADI': 'ARNAVUTKÖY BENZİNCİ'},41.1862476173,28.7392621654
{'DURAK_ADI': 'MENEKŞE SK.'},41.0822717108,28.9985396076
{'DURAK_ADI': 'KAZIM KARABEKİR'},41.083558592,28.9125809834
{'DURAK_ADI': 'BELEDİYE'},41.1600053139,29.0419340008
{'DURAK_ADI': 'GÜLTEPE CAMİİ'},41.0788490285,28.9976565012
{'DURAK_ADI': 'ARNAVUTKÖY'},41.1845563742,28.7410979914
{'DURAK_ADI': 'OKUL'},41.0794709403,28.9950089776
{'DURAK_ADI': 'TAŞOLUK YOLU'},41.1958791976,28.7284344571
{'DURAK_ADI': 'YAHYA KEMAL MAH.'},41.0848703324,28.9879328713
{'DURAK_ADI': 'MERMERCİLER'},41.0852277164,28.9469774375
{'DURAK_ADI': 'MERMERCİLER'},41.0851838811,28.9469147114
{'DURAK_ADI': 'GÖKSU SİTESİ'},41.0887608586,28.9798963361
{'DURAK_ADI': 'GÖKSU SİTESİ'},41.0884798877,28.9798110296
{'DURAK_ADI': 'FSM VAKIF ÜNV.'},41.0450986418,28.9446963254
{'DURAK_ADI': 'FSM VAKIF ÜNV.'},41.0451391613,28.9448487304
{'DURAK_ADI': 'FSM VAKIF ÜNV.'},41.0472141505,28.9431448768
{'DURAK_ADI': 'TAŞKÖPRÜ'},41.0803647399,28.9481214577
{'DURAK_ADI': 'MEVLANA'},41.0868791004,28.9132651314
{'DURAK_ADI': 'TURGUT ÖZAL İÖO.'},41.1841888844,28.8811668539
{'DURAK_ADI': 'EDİRNEKAPI'},41.0304667324,28.9368210361
{'DURAK_ADI': 'İMAM HATİP LİSESİ'},40.8574267787,29.2930015917
{'DURAK_ADI': 'MATBAACILAR'},40.9924830231,28.8944013186
{'DURAK_ADI': 'ARABA KONAĞI'},41.1391534552,28.832892515
{'DURAK_ADI': 'B.PAŞA ŞEHİR PARKI'},41.0661586739,28.8862585561
{'DURAK_ADI': 'B.PAŞA ŞEHİR PARKI'},41.0662202974,28.8863254376
{'DURAK_ADI': 'PARK ADA'},41.0642653303,28.8886430249
{'DURAK_ADI': 'USKUMRUKÖY YOLU'},41.2195266618,29.0325670534
{'DURAK_ADI': 'YUNUSEMRE KÖPRÜSÜ'},41.0322910291,28.8486031575
{'DURAK_ADI': 'YUNUS EMRE'},41.0320342569,28.8464946432
{'DURAK_ADI': 'YUNUS EMRE'},41.0323170345,28.8465000713
{'DURAK_ADI': 'ZÜBEYDE HANIM CAD.'},41.0346004817,28.8425829513
{'DURAK_ADI': 'GÜNEŞLİ MEYDANI'},41.0318658412,28.8277037734
{'DURAK_ADI': 'GÜNEŞLİ MEYDANI'},41.0310148083,28.8270169782
{'DURAK_ADI': 'MAHMUTBEY'},41.0545493457,28.8274309947
{'DURAK_ADI': 'KARACAOĞLAN İÖO'},41.0522689804,28.8300901785
{'DURAK_ADI': 'İNÖNÜ CADDESİ'},41.0489773979,28.8303485163
{'DURAK_ADI': 'İNÖNÜ CADDESİ'},41.0492544566,28.8302362241
{'DURAK_ADI': 'GÜL'},41.0927675618,28.9709657582
{'DURAK_ADI': 'KOZLU'},41.0095503171,28.9216344331
{'DURAK_ADI': 'SİLİVRİKAPI'},41.006269099,28.9211749818
{'DURAK_ADI': 'SİLİVRİKAPI'},41.0056604813,28.9209507356
{'DURAK_ADI': 'BELGRATKAPI'},41.001071353,28.9198822043
{'DURAK_ADI': 'GÖĞÜS HASTANESİ'},41.0001533592,28.9166081086
{'DURAK_ADI': 'ZEYTİNBURNU KIZILAY'},40.9863136525,28.9055543482
{'DURAK_ADI': 'HALİL RIFAT PAŞA'},41.0586355979,28.9720141227
{'DURAK_ADI': 'HALİL RIFAT PAŞA'},41.0585926767,28.9722124487
{'DURAK_ADI': 'KADINLAR ÇEŞMESİ'},41.0450894997,28.9681673465
{'DURAK_ADI': 'A.EMİN YALMAN İLKÖĞ.'},41.0343705822,28.9697618639
{'DURAK_ADI': 'PİYALEPAŞA BULVARI'},41.0422026706,28.9668793566
{'DURAK_ADI': 'İPLİKCİ'},41.0380147518,28.9710137913
{'DURAK_ADI': 'ATATÜRK BULVARI'},41.0818972819,28.9206909794
{'DURAK_ADI': 'Minibüs Durağı'},41.0820716631,28.9382718912
{'DURAK_ADI': 'Minibüs Durağı'},41.0783735111,28.9338990372
{'DURAK_ADI': 'Minibüs Durağı'},41.0836060821,28.9283870367
{'DURAK_ADI': 'Minibüs Durağı'},41.0870360311,28.9243204561
{'DURAK_ADI': 'Minibüs Durağı'},41.0800933366,28.923456283
{'DURAK_ADI': 'Minibüs Durağı'},41.0798650843,28.9232964355
{'DURAK_ADI': 'Minibüs Durağı'},41.0793032083,28.922792981
{'DURAK_ADI': 'Minibüs Durağı'},41.0771112864,28.9218948034
{'DURAK_ADI': 'Minibüs Durağı'},41.0802948666,28.9355250171
{'DURAK_ADI': 'Minibüs Durağı'},41.0772526889,28.946768386
{'DURAK_ADI': 'Minibüs Durağı'},41.0815045878,28.9202180601
{'DURAK_ADI': 'Minibüs Durağı'},41.081926503,28.9176209509
{'DURAK_ADI': 'Minibüs Durağı'},41.0820539373,28.9158405253
{'DURAK_ADI': 'Minibüs Durağı'},41.0207722484,29.1244622814
{'DURAK_ADI': 'Minibüs Durağı'},41.0017774452,29.1569261436
{'DURAK_ADI': 'Minibüs Durağı'},41.0073505723,29.1937418392
{'DURAK_ADI': 'Minibüs Durağı'},41.0055811031,29.1937227415
{'DURAK_ADI': 'Minibüs Durağı'},41.0114699992,29.1948858562
{'DURAK_ADI': 'Minibüs Durağı'},41.0045396355,29.1992956377
{'DURAK_ADI': 'Minibüs Durağı'},41.0078479199,29.1990401419
{'DURAK_ADI': 'Minibüs Durağı'},41.0087516046,29.2114198176
{'DURAK_ADI': 'Minibüs Durağı'},41.0062584376,29.2045788658
{'DURAK_ADI': 'Minibüs Durağı'},41.0084260492,29.2048739619
{'DURAK_ADI': 'Minibüs Durağı'},41.0084195415,29.2039960888
{'DURAK_ADI': 'Minibüs Durağı'},41.1810538674,29.20034111
{'DURAK_ADI': 'Minibüs Durağı'},41.1629186772,29.1010206294
{'DURAK_ADI': 'Minibüs Durağı'},40.9701518206,29.0841932833
{'DURAK_ADI': 'Minibüs Durağı'},40.9917873687,29.0391401868
{'DURAK_ADI': 'Minibüs Durağı'},40.9918187211,29.0392693662
{'DURAK_ADI': 'Minibüs Durağı'},40.9811878321,29.1320022794
{'DURAK_ADI': 'Minibüs Durağı'},41.0762851406,28.3715091376
{'DURAK_ADI': 'Minibüs Durağı'},41.0776722765,28.2383471231
{'DURAK_ADI': 'Minibüs Durağı'},40.8936091712,29.2561435864
{'DURAK_ADI': 'Minibüs Durağı'},41.1433658904,28.7921549013
{'DURAK_ADI': 'Minibüs Durağı'},41.1032303475,28.7626164836
{'DURAK_ADI': 'Minibüs Durağı'},41.0238720924,29.1008899174
{'DURAK_ADI': 'Minibüs Durağı'},41.0350903963,28.7934043205
{'DURAK_ADI': 'Minibüs Durağı'},41.0803938683,28.9934503182
{'DURAK_ADI': 'Minibüs Durağı'},40.9648729357,29.1029674967
{'DURAK_ADI': 'Minibüs Durağı'},41.0255452895,29.2365251398
{'DURAK_ADI': 'Minibüs Durağı'},41.0170026598,29.2414525139
{'DURAK_ADI': 'Minibüs Durağı'},41.0317069937,28.7681183872
{'DURAK_ADI': 'Minibüs Durağı'},41.0380848973,28.9266161178
{'DURAK_ADI': 'Minibüs Durağı'},41.0380415772,28.926657764
{'DURAK_ADI': 'VALİ RECEP YAZICIOGLU CAD.'},41.0726511718,28.6928621732
{'DURAK_ADI': 'VALİ RECEP YAZICIOGLU CAD.'},41.0677771393,28.6957443161
{'DURAK_ADI': '74. Cad.'},40.9941133943,28.8987492094
{'DURAK_ADI': '74. Cad.'},40.9938158134,28.897436904
{'DURAK_ADI': '74/1 Sk.'},40.9935899102,28.8962655969
{'DURAK_ADI': '74. Cad.'},40.9936693738,28.8951044796
{'DURAK_ADI': 'Prof. Dr. Turan Güneş Cad.'},40.9939777001,28.8946958459
{'DURAK_ADI': 'Prof. Dr. Turan Güneş Cad.'},40.9948960907,28.8950917515
{'DURAK_ADI': 'Prof. Dr. Turan Güneş Cad.'},40.9955144657,28.8952596361
{'DURAK_ADI': 'Prof. Dr. Turan Güneş Cad.'},40.9977980868,28.894715877
{'DURAK_ADI': '10. Yıl Cad.'},40.9960766172,28.9206870411
{'DURAK_ADI': '10. Yıl Cad.'},40.9962132776,28.9207392079
{'DURAK_ADI': '10. Yıl Cad.'},40.9995147366,28.9199136481
{'DURAK_ADI': '10. Yıl Cad.'},40.9996922001,28.9197611639
{'DURAK_ADI': 'Yedikule Cad.'},40.9939097784,28.9204526808
{'DURAK_ADI': '10. Yıl Cad.'},40.9940737642,28.9204266255
{'DURAK_ADI': '10. Yıl Cad.'},40.992281794,28.9197204613
{'DURAK_ADI': '10. Yıl Cad.'},40.9922657997,28.9195832977
{'DURAK_ADI': 'Ekrem Kurt Bulvarı'},40.9936805077,28.8878714605
{'DURAK_ADI': 'Ekrem Kurt Bulvarı'},40.9926232563,28.8875941425
{'DURAK_ADI': 'İç Yol'},40.9913647399,28.8870412814
{'DURAK_ADI': 'Ekrem Kurt Bulvarı'},40.9904320959,28.8865671209
{'DURAK_ADI': 'Ekrem Kurt Bulvarı'},40.989506038,28.8856181885
{'DURAK_ADI': 'Ekrem Kurt Bulvarı'},40.9892442717,28.8849814996
{'DURAK_ADI': 'İstanbul Cad.'},40.9821377062,28.8892036691
{'DURAK_ADI': 'İstanbul Cad.'},40.978842464,28.8810206958
{'DURAK_ADI': 'İstanbul Cad.'},40.979003463,28.8819863584
{'DURAK_ADI': 'İstanbul Cad.'},40.9787719631,28.8798675628
{'DURAK_ADI': '10 Temmuz Cad.'},40.9818195677,28.8843727298
{'DURAK_ADI': '10 Temmuz Cad.'},40.9816799378,28.8832856391
{'DURAK_ADI': 'Pazar Sk.'},40.980984191,28.8837156683
{'DURAK_ADI': 'Pazar Sk.'},40.9803300665,28.8841967735
{'DURAK_ADI': 'Prof. Dr. Turan Güneş Cad.'},41.0006695564,28.8946870111
{'DURAK_ADI': 'Prof. Dr. Turan Güneş Cad.'},40.9988943342,28.8944937542
{'DURAK_ADI': 'Mevlevihane Cad.'},41.0151182692,28.9127493136
{'DURAK_ADI': 'Sabri Ülker Sk. (G-62)'},41.0148970981,28.9135512933
{'DURAK_ADI': 'Sabri Ülker Sk. (G-62)'},41.0142226276,28.9137354999
{'DURAK_ADI': 'Sabri Ülker Sk. (G-62)'},41.0128288506,28.9134586088
{'DURAK_ADI': 'Sabri Ülker Sk. (G-62)'},41.0119085131,28.9133447802
{'DURAK_ADI': 'Sabri Ülker Sk. (G-62)'},41.0112474256,28.9132423414
{'DURAK_ADI': 'Taşocağı Yolu'},41.0567173478,28.813501112
{'DURAK_ADI': 'Rauf Denktaş Cad.'},41.003129493,28.9044605633
{'DURAK_ADI': 'Rauf Denktaş Cad.'},41.0026755391,28.9044056418
{'DURAK_ADI': 'Rauf Denktaş Cad.'},41.0021664643,28.9043606123
{'DURAK_ADI': 'Rauf Denktaş Cad.'},41.0014165196,28.9042896975
{'DURAK_ADI': 'Rauf Denktaş Cad.'},41.0009686202,28.9042892538
{'DURAK_ADI': 'Rauf Denktaş Cad.'},41.0005720548,28.9043005394
{'DURAK_ADI': 'Rauf Denktaş Cad.'},41.0001877879,28.904352502
{'DURAK_ADI': '105-2 Sk.'},40.9995495982,28.9045092967
{'DURAK_ADI': 'Rauf Denktaş Cad.'},40.998868647,28.9046630345
{'DURAK_ADI': 'İnönü Bulvarı'},40.9970079582,28.90443126
{'DURAK_ADI': 'İnönü Bulvarı'},40.9962808103,28.904327583
{'DURAK_ADI': 'İnönü Bulvarı'},40.995207333,28.9042028844
{'DURAK_ADI': '115. Sk.'},41.0150827385,28.6901390009
{'DURAK_ADI': 'Boğaziçi Cad.'},41.0418671816,29.0603966188
{'DURAK_ADI': 'Hattat Hasan Çelebi Cad.'},41.0317237317,29.0622244998
{'DURAK_ADI': 'Ahmet Arif Cad.'},41.0320916636,28.661743729
{'DURAK_ADI': 'Atatürk Cad.'},40.9179261551,29.2122482615
{'DURAK_ADI': 'Samandıra Cad.'},40.9254440979,29.223447345
{'DURAK_ADI': 'Turgut Özal Bulvarı'},40.9983472226,29.1513082172
{'DURAK_ADI': 'Murat Sok.'},40.9949248272,29.0977218485
{'DURAK_ADI': 'Özgür Sk.'},40.9358100021,29.1667728151
{'DURAK_ADI': 'Tugay Yolu Cad.'},40.9187637944,29.1681805364
{'DURAK_ADI': 'Tugay Yolu Cad.'},40.9182790766,29.1648566796
{'DURAK_ADI': 'Doğu Cad.'},40.905152444,29.1778064911
{'DURAK_ADI': 'İnönü Cad.'},40.8969496477,29.1862461332
{'DURAK_ADI': 'Akın Yolu'},40.9882582951,28.8802758654
{'DURAK_ADI': 'Ahmet Arif Cad.'},41.0370041956,28.6662183547
{'DURAK_ADI': 'Birlik Cad.'},41.0415591278,28.6966291274
{'DURAK_ADI': 'Tütün Sk.'},41.0220451197,28.7015375427
{'DURAK_ADI': 'Kazım Karabekir Cad.'},41.0217751307,28.7014329122
{'DURAK_ADI': 'Sabri Ülker Sk. (G-62)'},41.0100391005,28.9129163061
{'DURAK_ADI': 'Sabri Ülker Sk. (G-62)'},41.0095526637,28.9128714641
{'DURAK_ADI': 'Sabri Ülker Sk. (G-62)'},41.0089232602,28.9126709099
{'DURAK_ADI': 'Yeni Çiftlik Cad.'},41.0090109016,28.9120139452
{'DURAK_ADI': 'Yeni Çiftlik Cad.'},41.009122526,28.910961227
{'DURAK_ADI': 'Kazım Karabekir Cad.'},41.0145067315,28.6990988074
{'DURAK_ADI': '224. Sk.'},41.0143532691,28.6989598106
{'DURAK_ADI': 'Kazım Karabekir Cad.'},41.0173009555,28.7007116095
{'DURAK_ADI': 'Kazım Karabekir Cad.'},41.0172994613,28.7006690871
{'DURAK_ADI': 'Tevfik Fikret Cad.'},41.0313385808,28.7039121235
{'DURAK_ADI': 'G-614 Sk.'},41.033596196,28.7064137873
{'DURAK_ADI': 'Isparta Kule Cad.'},41.0409830108,28.6894708682
{'DURAK_ADI': 'Isparta Kule Cad.'},41.0410685866,28.6894585479
{'DURAK_ADI': 'Isparta Kule Cad.'},41.0434890544,28.6895845258
{'DURAK_ADI': 'Isparta Kule Cad.'},41.0435275149,28.689447226
{'DURAK_ADI': 'Isparta Kule Cad.'},41.0463901618,28.6845548632
{'DURAK_ADI': '115. Sk.'},41.015079947,28.690095808
{'DURAK_ADI': 'Rıfat Ilgaz Cad.'},41.0157754548,28.6889705784
{'DURAK_ADI': 'Rıfat Ilgaz Cad.'},41.0157563373,28.688941959
{'DURAK_ADI': 'Rıfat Ilgaz Cad.'},41.0166668321,28.6871847494
{'DURAK_ADI': 'Rıfat Ilgaz Cad.'},41.0166508912,28.6871186907
{'DURAK_ADI': 'Adile Naşit Bulvarı'},41.0185216586,28.6830000289
{'DURAK_ADI': 'Adile Naşit Bulvarı'},41.0184573986,28.6827887175
{'DURAK_ADI': 'D-100'},40.9497995269,29.1215514737
{'DURAK_ADI': 'Soğanlık D-100 Kuzey Yanyol'},40.9171471303,29.1779072733
{'DURAK_ADI': 'Akşemsettin Cad.'},40.9408305093,29.2166938824
{'DURAK_ADI': '3004. Cad.'},41.001881707,29.0996883815
{'DURAK_ADI': 'Varan Cad.'},41.0169338995,29.1268679103
{'DURAK_ADI': 'Yıldırım Beyazıt Cad.'},41.0124645293,28.6565118275
{'DURAK_ADI': 'Yıldırım Beyazıt Cad.'},41.0125750342,28.6565603333
{'DURAK_ADI': '7. Cad.'},41.0141995237,28.6580322377
{'DURAK_ADI': '7. Cad.'},41.014359074,28.658008581
{'DURAK_ADI': '74. Cad.'},40.9947527306,28.9027106846
{'DURAK_ADI': '74. Cad.'},40.9943470165,28.9014553358
{'DURAK_ADI': 'Z.BURNU ÇARŞISI'},40.9929679932,28.9039018106
{'DURAK_ADI': 'ACARLAR'},41.1863702143,29.0472533424
{'DURAK_ADI': 'ACARLAR'},41.1862527617,29.0471352147
{'DURAK_ADI': 'KÖY ÜSTÜ'},41.2393523697,28.9827637342
{'DURAK_ADI': 'EVLENDİRME DAİRESİ'},40.9855898904,29.1184939567
{'DURAK_ADI': 'GELENEK SOKAĞI'},41.0306589088,29.1630130579
{'DURAK_ADI': 'SEVDA AYDOĞAN İÖO'},41.0194364479,29.1630368001
{'DURAK_ADI': 'SEVDA AYDOĞAN İÖO'},41.0197053123,29.1628353234
{'DURAK_ADI': 'MELET KONUTLARI'},40.931203597,29.3010910952
{'DURAK_ADI': 'MELET KONUTLARI'},40.9310480958,29.3005820131
{'DURAK_ADI': 'YAHYA SOKAK'},40.9602083175,29.2557865996
{'DURAK_ADI': 'ŞAFAK SOKAK'},40.9530047285,29.2686396044
{'DURAK_ADI': 'KURAN KURSU CAD.'},40.9435936978,29.2706372605
{'DURAK_ADI': 'EKŞİOĞLU MAH.'},41.0321703109,29.233706159
{'DURAK_ADI': 'ALTINTEPE'},40.9817330458,29.2794135897
{'DURAK_ADI': 'REİS SOKAK'},40.9722780615,29.2333542325
{'DURAK_ADI': 'KELKİT SOKAK'},40.9975060254,29.095521395
{'DURAK_ADI': 'MURAT SOKAK'},40.9948292797,29.0977103363
{'DURAK_ADI': 'H. BASRİ ÖĞRENCİ YUR'},40.9961792185,29.0828409183
