properties,latitude,longitude
{'DURAK_ADI': 'CUMHUR SOKAK'},40.9320645156,29.1515031859
{'DURAK_ADI': 'KALE ALTI'},41.1219450731,29.5053423613
{'DURAK_ADI': 'MEŞRUTİYET SAPAĞI'},41.1505032396,29.5600463032
{'DURAK_ADI': 'YEŞİLVADİ SAPAĞI'},41.143275596,29.4754318926
{'DURAK_ADI': 'KASABA EVLERİ'},41.0837588557,29.3305445781
{'DURAK_ADI': 'YEŞİLVADİ SAPAĞI'},41.143443043,29.4755234972
{'DURAK_ADI': 'Adliye Önü'},41.0010685488,28.809640324
{'DURAK_ADI': 'SEYRANTEPE'},40.9468508582,29.1683828011
{'DURAK_ADI': 'SEYRANTEPE A1 KAPISI'},40.950477454,29.1699715306
{'DURAK_ADI': 'SEYRANTEPE A1 KAPISI'},40.9505089213,29.1698775882
{'DURAK_ADI': 'NARCITY İŞ MERKEZİ'},40.9543641101,29.1670008676
{'DURAK_ADI': 'NARCTIY E KAPISI'},40.9518272521,29.1662995602
{'DURAK_ADI': 'ÇAMLICA CADDESİ'},41.0240628847,29.161968317
{'DURAK_ADI': 'SÜTÇÜ İMAM CADDESİ(İGDAŞ ÖNÜ)'},41.024117114,29.0862674247
{'DURAK_ADI': 'MASKO'},41.065030102,28.8031778309
{'DURAK_ADI': 'HADIMBABA'},41.1579691757,28.6176567356
{'DURAK_ADI': 'G.O.PAŞA CADDESİ'},41.069585185,28.9070676096
{'DURAK_ADI': 'SEFAKÖY SAN.SİTESİ'},41.0804133934,28.805818759
{'DURAK_ADI': 'G.OSMANPAŞA DÖRTYOL'},41.0597108422,28.9279335326
{'DURAK_ADI': 'BAŞAKŞEHİR 1.ETAP'},41.105741059,28.7942756497
{'DURAK_ADI': 'ÇEŞME'},41.0377522854,28.8527730315
{'DURAK_ADI': 'ESKİ İSTANBUL CAD.'},41.0634794614,28.7419915215
{'DURAK_ADI': 'MEDİPOL ÜNİVERSİTE H'},41.0582418174,28.8444495173
{'DURAK_ADI': 'HAKAN CAD'},41.0261984164,28.7963028876
{'DURAK_ADI': 'ULUDAĞ CADDESİ'},41.0539722314,28.8651917446
{'DURAK_ADI': 'TEM YOLU'},41.0641275528,28.7835418886
{'DURAK_ADI': 'RUMELİLER SİTESİ'},41.098979991,28.7606096245
{'DURAK_ADI': 'MAHMUTBEY İSKİ'},41.056959236,28.8303927266
{'DURAK_ADI': 'ESENLER OTO SAN.SİT.'},41.0786067661,28.8012229331
{'DURAK_ADI': 'ALTINŞEHİR'},41.0632087253,28.7469195151
{'DURAK_ADI': 'YAVUZ SELİM CAMİİ'},40.9923507723,28.7829483291
{'DURAK_ADI': 'NÜKLEER ARAŞTIRMA M.'},41.0388071093,28.7617629694
{'DURAK_ADI': 'NÜKLEER ARAŞTIRMA M.'},41.0402399929,28.7606766105
{'DURAK_ADI': 'KONUT BİRLİK'},41.0369164553,28.7635419843
{'DURAK_ADI': 'KONUT BİRLİK'},41.0374002197,28.7633054633
{'DURAK_ADI': 'YENİDOĞAN'},41.0334069422,28.770278755
{'DURAK_ADI': 'YENİDOĞAN'},41.0335477767,28.7707972231
{'DURAK_ADI': 'CUMHURİYET CADDESİ'},41.0532436906,28.7533937233
{'DURAK_ADI': 'CUMHURİYET CADDESİ'},41.0527482807,28.7534355668
{'DURAK_ADI': 'BEZİRGANBAHÇE'},41.0285539438,28.7739792309
{'DURAK_ADI': 'BEZİRGANBAHÇE'},41.0284361719,28.7741045725
{'DURAK_ADI': 'TÜMSAN'},41.09585153,28.7931452401
{'DURAK_ADI': 'TEPE ÜSTÜ'},40.9960904725,28.7751154955
{'DURAK_ADI': 'AŞURA MEYDANI'},41.0313448193,28.803187639
{'DURAK_ADI': 'OLİMPİYAT BULVARI'},41.1055805334,28.781335288
{'DURAK_ADI': 'CUMHURİYET MAHALLESİ'},40.9998143203,28.7766730732
{'DURAK_ADI': 'BAŞAKŞEHİR 1.ETAP'},41.105710899,28.7944857102
{'DURAK_ADI': 'KANARYA İSTASYONU'},41.0109823992,28.7753209771
{'DURAK_ADI': 'ORTA MAHALLESİ'},41.0563153558,28.7576050433
{'DURAK_ADI': 'İNÖNÜ MAHALLESİ'},41.0279005907,28.7962968902
{'DURAK_ADI': 'YARIMBURGAZ MAH.'},41.0588220278,28.7535910037
{'DURAK_ADI': 'BATI POLİKLİNİĞİ'},41.0077917553,28.7792969732
{'DURAK_ADI': 'TRİKO CENTER'},41.0774908208,28.798255457
{'DURAK_ADI': 'ALTUNİZADE KÖPRÜSÜ'},41.0235519737,29.0509047773
{'DURAK_ADI': 'ATATÜRK CADDESİ'},41.0082641222,29.2178879418
{'DURAK_ADI': 'KAVACIK SAPAĞI'},41.0886139337,29.0909288683
{'DURAK_ADI': 'KAVACIK MEZARLIK'},41.0936785375,29.0955966489
{'DURAK_ADI': 'SAĞLIK OCAĞI'},41.0603106765,29.1001386096
{'DURAK_ADI': 'EVLİYA ÇELEBİ CAD.'},40.9120325481,29.278636786
{'DURAK_ADI': 'ASFALT FABRİKASI'},41.0617938866,29.1042423042
{'DURAK_ADI': 'BEYLİKDÜZÜ'},41.0097036569,28.6568947416
{'DURAK_ADI': 'NİŞANGAH CAD.'},41.075532454,29.0743075323
{'DURAK_ADI': 'NİŞANGAH CAMİİ'},41.0741694253,29.074546215
{'DURAK_ADI': 'RÜZGARLI SOKAK'},41.0678464941,29.0841410272
{'DURAK_ADI': 'YENİ MAHALLE1'},41.0672487348,29.0872685197
{'DURAK_ADI': 'YENİ ÇİFTLİK CAD.'},41.0672122953,29.0915417762
{'DURAK_ADI': 'AND.HİS.ÖĞR.YURDU'},41.0792030634,29.0743429294
{'DURAK_ADI': 'YUVACIK SOKAK'},40.9543664304,29.3050918028
{'DURAK_ADI': 'KADIKÖY İMAM HATİP L'},41.0037938705,29.0442824424
{'DURAK_ADI': 'M.Ü.GÜZEL SAN.FAK.'},41.006082249,29.0464866279
{'DURAK_ADI': 'M.Ü.GÜZEL SAN.FAK.'},41.0056925715,29.0461885425
{'DURAK_ADI': 'ÇAMLICA KIZ LİSESİ'},41.0081274006,29.0499019854
{'DURAK_ADI': 'ALTINBAKKAL'},41.0102165451,29.0516013833
{'DURAK_ADI': 'ACIBADEM CAD.'},41.0113196241,29.0524507569
{'DURAK_ADI': 'NECDET SEMKER İ.Ö.O'},41.0575039875,28.7284751471
{'DURAK_ADI': 'TAHTAKALE'},41.0549935987,28.7230392245
{'DURAK_ADI': 'TAHTAKALE'},41.0549327728,28.7225842688
{'DURAK_ADI': 'OLİMPİYAT STADI'},41.0633628884,28.7641586137
{'DURAK_ADI': 'AYAZMA MAHALLESİ'},41.0635405217,28.7810315757
{'DURAK_ADI': 'MASKO 1'},41.0640456643,28.8035337335
{'DURAK_ADI': 'MASKO 2'},41.0643531411,28.7957481863
{'DURAK_ADI': 'MASKO 2'},41.0643922794,28.7944750418
{'DURAK_ADI': 'MASKO 3'},41.0645017024,28.7908760381
{'DURAK_ADI': 'OLYMPİAKENT'},41.0491128708,28.7852144692
{'DURAK_ADI': 'FIRAT SOKAK'},41.0672167083,28.7362464187
{'DURAK_ADI': 'GÖZDE SOKAK'},41.0692710054,28.7374048991
{'DURAK_ADI': 'ERAY SOKAK'},41.0721831164,28.7369879604
{'DURAK_ADI': 'KIR SOKAK'},40.9176948705,29.1597180111
{'DURAK_ADI': 'N.SAYIN KÜLTÜR MRK.'},41.0349673885,29.0835675098
{'DURAK_ADI': 'YEŞİLVADİ SAPAĞI'},41.0271843695,29.1259806127
{'DURAK_ADI': 'ŞİİR SOKAK'},41.0248099795,29.1226055124
{'DURAK_ADI': 'GÜVEN  SOKAK'},41.0228400822,29.122289984
{'DURAK_ADI': 'FİDANLIK'},41.1526086192,29.0322462791
{'DURAK_ADI': 'FİDANLIK'},41.1526419232,29.0320456878
{'DURAK_ADI': 'HACI OSMAN'},41.1384379328,29.0267080322
{'DURAK_ADI': 'HACIOSMAN'},41.1405279417,29.0296817304
{'DURAK_ADI': 'HACI OSMAN'},41.1448692613,29.032525624
{'DURAK_ADI': 'FATİH ORMANI'},41.134577971,29.0249803261
{'DURAK_ADI': 'DERBENT'},41.1305979968,29.02431202
{'DURAK_ADI': 'DERBENT'},41.1309527389,29.0245380249
{'DURAK_ADI': 'Minibüs Durağı'},40.9356680286,29.137930751
{'DURAK_ADI': 'Minibüs Durağı'},40.9248802296,29.1312106823
{'DURAK_ADI': 'Minibüs Durağı'},40.9245659068,29.131653713
{'DURAK_ADI': 'Minibüs Durağı'},40.9255419152,29.13008852
{'DURAK_ADI': 'Minibüs Durağı'},40.9226088337,29.153975876
{'DURAK_ADI': 'Minibüs Durağı'},40.9423681844,29.1441870167
{'DURAK_ADI': 'Minibüs Durağı'},40.9277730074,29.1420576866
{'DURAK_ADI': 'Minibüs Durağı'},40.9337936888,29.1710842683
{'DURAK_ADI': 'Minibüs Durağı'},40.9194161159,29.1768786249
{'DURAK_ADI': 'Minibüs Durağı'},40.9210206235,29.1861009932
{'DURAK_ADI': 'Minibüs Durağı'},40.9209722714,29.1859606896
{'DURAK_ADI': 'Minibüs Durağı'},40.9188056168,29.200155832
{'DURAK_ADI': 'Minibüs Durağı'},40.9059129954,29.2533501105
{'DURAK_ADI': 'Minibüs Durağı'},40.9355476099,29.293551994
{'DURAK_ADI': 'Minibüs Durağı'},40.9356026249,29.3214017213
{'DURAK_ADI': 'Minibüs Durağı'},40.9376808674,29.3233094851
{'DURAK_ADI': 'Minibüs Durağı'},40.9375465345,29.3228867815
{'DURAK_ADI': 'Minibüs Durağı'},40.893922565,29.2542669338
{'DURAK_ADI': 'Minibüs Durağı'},40.814242793,29.307473621
{'DURAK_ADI': 'Minibüs Durağı'},40.8213959047,29.3174463868
{'DURAK_ADI': 'Minibüs Durağı'},40.8285864498,29.3068975421
{'DURAK_ADI': 'Minibüs Durağı'},40.8384621579,29.2956688017
{'DURAK_ADI': 'Minibüs Durağı'},40.8571344935,29.2954827132
{'DURAK_ADI': 'Minibüs Durağı'},41.0845413469,29.5169501481
{'DURAK_ADI': 'Minibüs Durağı'},41.1226170392,29.4758526599
{'DURAK_ADI': 'Minibüs Durağı'},41.1460315929,29.5768808782
{'DURAK_ADI': 'Minibüs Durağı'},41.1259679051,29.5654589662
{'DURAK_ADI': 'Minibüs Durağı'},41.0939937539,29.8624077644
{'DURAK_ADI': 'Minibüs Durağı'},41.1547827124,29.5394060888
{'DURAK_ADI': 'Minibüs Durağı'},40.9821055124,29.0943276244
{'DURAK_ADI': 'Minibüs Durağı'},41.0170005183,29.2415867173
{'DURAK_ADI': 'Minibüs Durağı'},41.025624851,29.2366270547
{'DURAK_ADI': 'Minibüs Durağı'},41.0237068274,29.1314949094
{'DURAK_ADI': 'ÜMRANİYE SON DURAK'},41.0244010376,29.099399308
{'DURAK_ADI': 'HUZUR MAH. MUH.'},41.0270190398,29.1611898341
{'DURAK_ADI': 'Minibüs Durağı'},41.0100000007,29.0645700001
{'DURAK_ADI': 'ÇAMLICA CADDESİ'},41.0241660007,29.1619830003
{'DURAK_ADI': 'Minibüs Durağı'},41.0116911428,29.066744363
{'DURAK_ADI': 'Minibüs Durağı'},41.011925421,29.0678347559
{'DURAK_ADI': 'Minibüs Durağı'},41.0128772963,29.069333735
{'DURAK_ADI': 'Minibüs Durağı'},41.0139388555,29.0696660585
{'DURAK_ADI': 'Minibüs Durağı'},41.0156139847,29.0727143251
{'DURAK_ADI': 'KAVACIK MEZARLIK'},41.0924599199,29.09534757
{'DURAK_ADI': 'NAİL BEY SOKAK'},40.9220689019,29.1656569973
{'DURAK_ADI': 'NİL CADDESİ'},40.9419619847,29.1528352234
{'DURAK_ADI': '120.YIL İÖO'},40.9596311525,29.1491370342
{'DURAK_ADI': '120.YIL İÖO'},40.9596287967,29.149688061
{'DURAK_ADI': 'A.KAHVECİ BULVARI'},41.0233952117,28.5871856345
{'DURAK_ADI': 'F.S.MEHMET İÖO'},41.0188857576,28.5957920327
{'DURAK_ADI': 'ÖZLEM CADDESİ'},41.0164759109,28.6184416608
{'DURAK_ADI': 'YEŞİLVADİ'},41.1110082719,28.8031313263
{'DURAK_ADI': 'OBA'},41.0033022436,28.5423525082
{'DURAK_ADI': 'FATİH SOKAK'},40.9808765862,28.7231414356
{'DURAK_ADI': 'PARLAMENTERLER SİT.'},41.0086701918,28.6259878745
{'DURAK_ADI': 'BEYLİKDÜZÜ'},41.0010128329,28.6531093176
{'DURAK_ADI': 'ATATÜRK BULVARI'},40.9976479858,28.6512197613
{'DURAK_ADI': 'CUMHURRİYET PARKI'},41.0176703502,28.6430033743
{'DURAK_ADI': 'MERTER ÇEŞME CAD.'},41.0186925136,28.6490499079
{'DURAK_ADI': 'MERTER ÇEŞME CADDESİ'},41.0183117224,28.6464520126
{'DURAK_ADI': 'YILDIRIM BEYAZIT CAD'},41.0145890476,28.6513224296
{'DURAK_ADI': 'BALTALİMANI'},41.096682949,29.0522892704
{'DURAK_ADI': 'BALTALİMANI'},41.096740243,29.0522221159
{'DURAK_ADI': 'TERSANE'},41.1131405118,29.0542151881
{'DURAK_ADI': 'TERSANE'},41.1130194197,29.0543455382
{'DURAK_ADI': 'GERME'},41.2735099622,28.6615308467
{'DURAK_ADI': 'TERKOS'},41.3005450013,28.6741197336
{'DURAK_ADI': 'KARABURUN LİMANI'},41.3425765582,28.684058588
{'DURAK_ADI': 'ATATÜRK CADDESİ'},40.9567344638,29.1458724145
{'DURAK_ADI': 'UÇAN SOKAK'},40.9322574321,29.1699314657
{'DURAK_ADI': 'MİMOZA EVLERİ'},40.8382147324,29.3103712957
{'DURAK_ADI': 'MİMOZA EVLERİ'},40.8381679682,29.310331442
{'DURAK_ADI': 'YANYOL'},40.9661914403,29.1037785921
{'DURAK_ADI': 'PAÇACI'},40.8732303463,29.2604020787
{'DURAK_ADI': 'YILDIZTEPE CAMİİ'},40.8706730593,29.3088695295
{'DURAK_ADI': 'ZEYTİN SOKAK'},40.8740176533,29.2571540441
{'DURAK_ADI': 'ZEYTİN SOKAK'},40.8742696895,29.2568882128
{'DURAK_ADI': 'AKDAĞ CADDESİ'},41.0051631556,29.1342725249
{'DURAK_ADI': 'VURAL SİTESİ'},41.0025303514,29.1409364817
{'DURAK_ADI': 'VURAL SİTESİ'},41.0024299491,29.1408542753
{'DURAK_ADI': 'OSMANGAZİ CAD.'},41.004062256,29.1373207728
{'DURAK_ADI': 'ERTUĞRUL GAZİ'},40.9292050437,29.167875389
{'DURAK_ADI': 'ULUCAMİİ'},40.9308926169,29.1691020246
{'DURAK_ADI': 'PENDİK KÖPRÜSÜ'},40.8888340348,29.2386249047
{'DURAK_ADI': 'PENDİK KÖPRÜSÜ'},40.8902744353,29.2371214687
{'DURAK_ADI': 'CUMHURİYET MAH.'},40.9092277985,29.2216842861
{'DURAK_ADI': 'İSMAİL DEDE CAD'},40.9076473793,29.2227166105
{'DURAK_ADI': 'FATİH PARK ORMAN'},41.1268541533,29.0236488588
{'DURAK_ADI': 'FATİH PARK ORMAN'},41.1270639562,29.023858395
{'DURAK_ADI': 'ATATÜRK OTO SANAYİ'},41.1174290845,29.0244300404
{'DURAK_ADI': 'FAKÜLTE'},41.1133623512,29.0247459011
{'DURAK_ADI': 'FAKÜLTE'},41.1138043998,29.0248638323
{'DURAK_ADI': 'FEVZİYE MEKTEPLERİ'},41.1110937972,29.0250291695
{'DURAK_ADI': 'MASLAK'},41.1084409364,29.0210065637
{'DURAK_ADI': 'MASLAK'},41.1091469593,29.024411302
{'DURAK_ADI': 'İTÜ REKTÖRLÜĞÜ'},41.1081383992,29.0191738465
{'DURAK_ADI': 'İTÜ REKTÖRLÜĞÜ'},41.1081006557,29.0197458394
{'DURAK_ADI': 'MASLAK KAVŞAĞI'},41.1066459067,29.0142950412
{'DURAK_ADI': 'SEYRANTEPE YOLU'},41.0958757166,29.0058194508
{'DURAK_ADI': 'OTO SANAYİ'},41.0947200362,29.0056181677
{'DURAK_ADI': 'SANAYİ MAHALLESİ'},41.0897809213,29.0058479993
{'DURAK_ADI': 'İSTİNYE DEVLET HAST.'},41.1148173175,29.0559060763
{'DURAK_ADI': 'İSTİNYE DEVLET HAST.'},41.1148247006,29.0555729474
{'DURAK_ADI': 'İSTİNYE İSKELE'},41.1143041664,29.059097016
{'DURAK_ADI': 'YALILAR'},41.1166424009,29.063193313
{'DURAK_ADI': 'YENİKÖY CADDESİ'},41.1182338622,29.0667748131
{'DURAK_ADI': 'YENİKÖY CADDESİ'},41.1175252092,29.0644282996
{'DURAK_ADI': 'TİCARET LİSESİ'},41.0430019728,28.7961350783
{'DURAK_ADI': 'CUMHURİYET CADDESİ'},41.0456590215,28.7954916184
{'DURAK_ADI': 'ORKİDE'},41.0343272409,28.7947923265
{'DURAK_ADI': 'SİTELER'},41.0329959325,28.7985545931
{'DURAK_ADI': 'FATİH CADDESİ'},41.0292765948,28.8057914445
{'DURAK_ADI': 'TOPLU KONUT YOLU'},41.0460667149,28.8037824825
{'DURAK_ADI': 'ORMAN İŞLETMESİ'},41.1551217242,28.9160258101
{'DURAK_ADI': 'GÖKTÜRK CAMİİ'},41.1790400606,28.8909714061
{'DURAK_ADI': 'KAĞITHANE GARAJI'},41.0661577185,28.9591399574
{'DURAK_ADI': 'KAĞITHANE GARAJI'},41.0660833541,28.9581056398
{'DURAK_ADI': 'SADABAD'},41.0684083447,28.9643163216
{'DURAK_ADI': 'SADABAD'},41.0687364676,28.9641744698
{'DURAK_ADI': 'KAĞITHANE BELEDİYESİ'},41.0721807899,28.9666041636
{'DURAK_ADI': 'KAĞITHANE BELEDİYESİ'},41.0726504175,28.9670091661
{'DURAK_ADI': 'KAĞITHANE'},41.0796266441,28.9736443767
{'DURAK_ADI': 'KAĞITHANE'},41.0821208144,28.9728861615
{'DURAK_ADI': 'KAĞITHANE'},41.0822875284,28.9728117361
{'DURAK_ADI': 'AVCILAR MRK.ÜNV.KMP'},40.983609813,28.7255665606
{'DURAK_ADI': 'GÜZELYURT'},41.0065175408,28.6650232972
{'DURAK_ADI': 'İZZET ÜNVER LİSESİ'},41.0170927867,28.8713520431
{'DURAK_ADI': 'İZZET ÜNVER.LİSESİ'},41.0177832066,28.8704608344
{'DURAK_ADI': 'TİRYAKİ H.PAŞA İÖO'},41.0461112139,28.8598528008
{'DURAK_ADI': 'BAŞAKŞEHİR YOLU'},41.0926160636,28.7886110536
{'DURAK_ADI': 'TEMA İstanbul'},41.0563675684,28.7611294581
{'DURAK_ADI': 'Minibüs Durağı'},41.0901037981,28.361118952
{'DURAK_ADI': 'Minibüs Durağı'},41.0743317727,28.2795776624
{'DURAK_ADI': 'Minibüs Durağı'},41.0757322895,28.2525948616
{'DURAK_ADI': 'Minibüs Durağı'},41.0759767898,28.2513613086
{'DURAK_ADI': 'Minibüs Durağı'},41.0770646393,28.2466147677
{'DURAK_ADI': 'Minibüs Durağı'},41.0766114469,28.2485791162
{'DURAK_ADI': 'Minibüs Durağı'},41.0806618569,28.2266709024
{'DURAK_ADI': 'Minibüs Durağı'},41.092900962,28.2507352572
{'DURAK_ADI': 'Minibüs Durağı'},41.092088421,28.2156033678
{'DURAK_ADI': 'Minibüs Durağı'},41.1777085959,28.1855392693
{'DURAK_ADI': 'Minibüs Durağı'},41.2100263506,28.1741043816
{'DURAK_ADI': 'Minibüs Durağı'},41.2172165693,28.1627511356
{'DURAK_ADI': 'Minibüs Durağı'},41.1175159977,28.3091573538
{'DURAK_ADI': 'Minibüs Durağı'},41.0761468902,28.1457023079
{'DURAK_ADI': 'Minibüs Durağı'},41.099554994,28.4930748598
{'DURAK_ADI': 'Minibüs Durağı'},41.0989172988,28.4926013473
{'DURAK_ADI': 'Minibüs Durağı'},41.102545107,28.4977125181
{'DURAK_ADI': 'Minibüs Durağı'},41.1363792806,28.4652577491
{'DURAK_ADI': 'Minibüs Durağı'},41.1400098597,28.4643732827
{'DURAK_ADI': 'Minibüs Durağı'},41.1432689146,28.4610327906
{'DURAK_ADI': 'Minibüs Durağı'},41.04939208,28.4170676903
{'DURAK_ADI': 'Minibüs Durağı'},41.0284090561,28.4602309228
{'DURAK_ADI': 'Minibüs Durağı'},41.0141741635,28.4873228145
{'DURAK_ADI': 'Minibüs Durağı'},41.0128977211,28.6060198676
{'DURAK_ADI': 'Minibüs Durağı'},41.0787347935,28.5826796265
{'DURAK_ADI': 'Minibüs Durağı'},41.0242379915,28.6021867329
{'DURAK_ADI': 'Minibüs Durağı'},41.0155928596,28.5990894309
{'DURAK_ADI': 'Minibüs Durağı'},41.0212437061,28.5825071001
{'DURAK_ADI': 'Minibüs Durağı'},41.01622826,28.5433266796
{'DURAK_ADI': 'Minibüs Durağı'},40.9919876967,28.6069635966
{'DURAK_ADI': 'Minibüs Durağı'},40.9924029101,28.6094112145
{'DURAK_ADI': 'Minibüs Durağı'},40.9891490302,28.6071446614
{'DURAK_ADI': 'Minibüs Durağı'},40.9735884553,28.6225878938
{'DURAK_ADI': 'Minibüs Durağı'},40.9800026856,28.6243054241
{'DURAK_ADI': 'Minibüs Durağı'},40.9646422846,28.6265356549
{'DURAK_ADI': 'Minibüs Durağı'},40.9841953875,28.6355048954
{'DURAK_ADI': 'Minibüs Durağı'},40.9845215959,28.6348024823
{'DURAK_ADI': 'Minibüs Durağı'},40.9834406175,28.6438456939
{'DURAK_ADI': 'Minibüs Durağı'},40.9929434111,28.6476686403
{'DURAK_ADI': 'Minibüs Durağı'},41.0026917924,28.6486901472
{'DURAK_ADI': 'Minibüs Durağı'},41.0090974107,28.6522579425
{'DURAK_ADI': 'KALYON SOKAK'},40.9069614984,29.2261782441
{'DURAK_ADI': 'ÇİNÇİNDERE CADDESİ'},41.0413838627,28.8715186915
{'DURAK_ADI': 'ÇİNÇİNDERE CADDESİ'},41.0414317058,28.8715957028
{'DURAK_ADI': 'FATİH MAHALLESİ'},41.0435860091,28.8692823267
{'DURAK_ADI': 'FATİH MAHALLESİ'},41.0436515464,28.8690790211
{'DURAK_ADI': 'ÜÇYÜZLÜ'},41.0393444272,28.8721716254
{'DURAK_ADI': 'ÜÇYÜZLÜ'},41.0390283635,28.8723486548
{'DURAK_ADI': 'BARUTHANE'},40.9856711987,28.843356115
{'DURAK_ADI': 'CUMHURİYET LİSESİ'},40.9863251969,28.8478296679
{'DURAK_ADI': 'UĞUR MUMCU BULVARI'},40.9863328475,28.8516799088
{'DURAK_ADI': 'UĞUR MUMCU BULVARI'},40.9864721389,28.8517255192
{'DURAK_ADI': 'ATAKÖY 4.KISIM'},40.9851061513,28.8569893024
{'DURAK_ADI': 'ATAKÖY 3.KISIM'},40.9817735954,28.8589709488
{'DURAK_ADI': 'ATAKÖY 3.KISIM'},40.9817560719,28.8592829092
{'DURAK_ADI': 'MAKBULE ATADAN'},40.9806692731,28.8637268504
{'DURAK_ADI': 'MAKBULE ATADAN'},40.9807221748,28.8638433968
{'DURAK_ADI': 'SELVİ SOKAK'},40.8946847677,29.2391449365
{'DURAK_ADI': 'SELVİ SOKAK'},40.8946403699,29.2391350892
{'DURAK_ADI': 'DİNAR SOKAK'},40.8965715151,29.2369702998
{'DURAK_ADI': 'AYAZMA CADDESİ'},40.8987641153,29.237801236
{'DURAK_ADI': 'ORTA MAHALLE'},40.9038051705,29.3768256185
{'DURAK_ADI': 'BAĞ SOKAK'},41.0281973744,29.0940941617
{'DURAK_ADI': 'MENEKŞE SOKAK'},41.0298384406,29.096266121
{'DURAK_ADI': 'KARAKOL'},40.83543645,29.3610901111
{'DURAK_ADI': 'TÜRK TELEKOM'},41.0070826911,29.0482846071
{'DURAK_ADI': 'GONCA SOKAK'},40.8822898795,29.2358039996
{'DURAK_ADI': 'GONCA SOKAK'},40.8824077962,29.235572744
{'DURAK_ADI': 'ÜSKÜDAR CADDESİ'},41.1690087864,29.603412174
{'DURAK_ADI': 'KÖMÜRCÜODA SAPAĞI'},41.0998126812,29.4014816911
{'DURAK_ADI': 'SELÇUK SOKAK'},40.90843181,29.2212263955
{'DURAK_ADI': 'SELÇUK SOKAK'},40.9085203541,29.2214070093
{'DURAK_ADI': 'KARTANESİ SOKAK'},40.8989465825,29.2326274348
{'DURAK_ADI': 'KARTANESİ SOKAK'},40.8988014798,29.2323797516
{'DURAK_ADI': '44 EVLER SİTESİ'},41.1480962728,29.6515351656
{'DURAK_ADI': 'ALEV SOKAK'},40.9115317795,29.2331172914
{'DURAK_ADI': 'LİDER SOKAK'},40.9120829607,29.2307364819
{'DURAK_ADI': 'TURNA SOKAK'},40.9124498181,29.2283506187
{'DURAK_ADI': 'KARACA SOKAK'},40.9133369037,29.2264920932
{'DURAK_ADI': 'YALNIZ SELVİ CADDESİ'},40.9096723445,29.2120436107
{'DURAK_ADI': 'MUSTAFA VASIF İ.Ö.O'},41.0178078621,29.1737586326
{'DURAK_ADI': 'KEMERDERE'},41.0171560448,29.176587751
{'DURAK_ADI': 'ŞİRİNDERE'},41.1858387249,28.7574721896
{'DURAK_ADI': 'YAYLA KÖYÜ MUHTARLIK'},41.1482365985,28.8532653776
{'DURAK_ADI': 'YAYLA KÖYÜ MUHTARLIK'},41.1482997415,28.853146136
{'DURAK_ADI': 'YAYLATEPE'},41.147232941,28.8467326551
{'DURAK_ADI': 'YAYLATEPE'},41.1472767751,28.8466076713
{'DURAK_ADI': 'PİRİNÇÇİ KÖYYOLU'},41.1468769448,28.8409971908
{'DURAK_ADI': 'PİRİNÇÇİ KÖYYOLU'},41.1468181849,28.8409499818
{'DURAK_ADI': 'BAYRAMPAŞA YEŞİLCAMİ'},41.0417021154,28.9118412011
{'DURAK_ADI': 'ÇEVİKKUVVET'},41.0315057103,28.9137251636
{'DURAK_ADI': '1527.SOKAK'},41.0437061801,28.6633732322
{'DURAK_ADI': 'HZ. İBRAHİM CAMİİ'},41.0408702837,28.6607906418
{'DURAK_ADI': 'HZ. İBRAHİM CAMİİ'},41.0408759644,28.660955677
{'DURAK_ADI': 'KAZIM KARABEKİR İÖO'},41.0468626917,28.8714919696
{'DURAK_ADI': 'Hacı Eşref Sk.'},41.0464495398,28.918121212
{'DURAK_ADI': 'Altunizade Bağ Sk.'},41.0455514484,28.919481257
{'DURAK_ADI': 'Altunizade Bağ Sk.'},41.0447935113,28.9197330557
{'DURAK_ADI': 'Çiftçi Ali Sk.'},41.0439034657,28.9197712271
{'DURAK_ADI': 'Gürbüzler Cad.'},41.0424466629,28.9218302924
{'DURAK_ADI': 'Gürbüzler Cad.'},41.0418916177,28.9236878871
{'DURAK_ADI': 'Çimen Sk.'},41.0407893581,28.926184351
{'DURAK_ADI': 'Barika Sk.'},41.0398130936,28.9255645168
{'DURAK_ADI': 'Topçular Cad.'},41.0378275017,28.9254564037
{'DURAK_ADI': 'Lise Arkası Sk.'},41.0532664448,28.9144467166
{'DURAK_ADI': 'Gazi Osmanpaşa Cad.'},41.072096459,28.9408336038
{'DURAK_ADI': 'Yıldıztabya Alibeyköy Cad.'},41.073473129,28.9416997123
{'DURAK_ADI': 'Asaf Başpınar Sk.'},41.0424951359,28.9218470279
{'DURAK_ADI': 'Topçular Cad.'},41.0378956115,28.9254324499
{'DURAK_ADI': 'Eyüp Sultan Bulvarı'},41.0368543677,28.9250900869
{'DURAK_ADI': '2. Kuyu Sk.'},41.069091561,28.9267819377
{'DURAK_ADI': 'Mera Sk.'},40.9796274327,28.8796926983
{'DURAK_ADI': 'Demirhane Cad.'},40.9823056789,28.8904492547
{'DURAK_ADI': 'Karakol Sk.'},40.9797993739,28.8817374652
{'DURAK_ADI': 'İstanbul Cad.'},40.9791446266,28.8827038989
{'DURAK_ADI': 'İstanbul Cad.'},40.9794875154,28.8837597596
{'DURAK_ADI': 'İstanbul Cad.'},40.9800967702,28.8850967849
